,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
454,920,the cooperative subsector will implement the following interventions  reviewing cooperative development policy and legal framework  improving capacity for marketing agricultural inputs and produce  enhancing access to agricultural credit  promoting value addition  promoting internal and external trade  improving governance and management.,Agriculture Sectoral Development Strategy,12,82,en,The cooperative subsector will implement the following interventions  reviewing cooperative development policy and legal framework  improving capacity for marketing agricultural inputs and produce  enhancing access to agricultural credit  promoting value addition  promoting internal and external trade  improving governance and management.,0.475048859674507,n
457,452,the cooperative marketing promotion component will focus on  enhancing the marketing capacity of the relevant subsector ministries * strengthening marketing capacity within cooperative societies.,Agriculture Sectoral Development Strategy,12,83,en,The cooperative marketing promotion component will focus on  enhancing the marketing capacity of the relevant subsector ministries * strengthening marketing capacity within cooperative societies.,0.404606882001483,n
458,551,"equally important is the capacity of cooperatives to compete in a global marketing environment. capacity building for members, officials and staff will be enhanced through training and providing technical support, policy guidance, technology transfer and access to marketing information. mainstreaming marketing activities is core to business operations though currently, this function is peripheral. policy direction on cooperative marketing shall be spelt out to guide the cooperative subsector.",Agriculture Sectoral Development Strategy,12,83,en,"Equally important is the capacity of cooperatives to compete in a global marketing environment. Capacity building for members, officials and staff will be enhanced through training and providing technical support, policy guidance, technology transfer and access to marketing information. Mainstreaming marketing activities is core to business operations though currently, this function is peripheral. Policy direction on cooperative marketing shall be spelt out to guide the cooperative subsector.",0.43628054599739596,n
464,352,"the main focus of sac cos is 1 to offer affordable financial services on a cost effective basis in order to cover a large number of cooperative members, 2 to provide an alternative system of securing credit. government should intervene to create a better environment for banks and the mainstream financial institutions to develop products that address farmers needs.",Agriculture Sectoral Development Strategy,12,84,en,"The main focus of sac cos is 1 to offer affordable financial services on a cost-effective basis in order to cover a large number of cooperative members, 2 to provide an alternative system of securing credit. Government should intervene to create a better environment for banks and the mainstream financial institutions to develop products that address farmers needs.",0.462392749872974,i
469,453,"the competitiveness of kenyan produce has been undermined by inadequate infrastructure such as poor roads and railways that increase vehicular maintenance costs; high port and road charges and tariffs; and slow and outdated communications systems and infrastructure that impede the flow of market information. kenya is signatory to several trade protocols and agreements the east african community, the inter governmental authority on development igad, the common market for eastern and southern africa , the world trade organization wto, and the european union eu. kenya must take advantage of these opportunities provided by regional and international agreements to attain a certain level of global competitiveness. trade barriers that increase uncertainties and transaction costs will be removed to provide the private sector with the impetus to plan production, processing and marketing for external markets instead of producing solely for subsistence and internal markets.",Agriculture Sectoral Development Strategy,12,85,en,"The competitiveness of kenyan produce has been undermined by inadequate infrastructure such as poor roads and railways that increase vehicular maintenance costs; high port and road charges and tariffs; and slow and outdated communications systems and infrastructure that impede the flow of market information. Kenya is signatory to several trade protocols and agreements the east african community, the inter-governmental authority on development igad, the common market for eastern and southern africa , the world trade organization wto, and the european union eu. Kenya must take advantage of these opportunities provided by regional and international agreements to attain a certain level of global competitiveness. Trade barriers that increase uncertainties and transaction costs will be removed to provide the private sector with the impetus to plan production, processing and marketing for external markets instead of producing solely for subsistence and internal markets.",0.40762247268330104,n
472,825,"opportunities are available to develop networks and partnerships between cooperative societies to reduce internal competition among them. some of the opportunities that will be explored include working with stakeholders to form joint ventures with the private sector, creating new initiatives such as cooperative private partnerships, getting direct investments in identified areas and working with the export processing zone authority to create export processing zones in areas with active cooperative societies.",Agriculture Sectoral Development Strategy,12,85,en,"Opportunities are available to develop networks and partnerships between cooperative societies to reduce internal competition among them. Some of the opportunities that will be explored include working with stakeholders to form joint ventures with the private sector, creating new initiatives such as cooperative private partnerships, getting direct investments in identified areas and working with the export processing zone authority to create export processing zones in areas with active cooperative societies.",0.41191744016075604,n
473,922,"the agro based private sector comprises both profit driven and not for profit civil society non state actors. such actors could be broadly categorized into farmer or producer organizations that include  primary producers individual farmers and producer companies, farmers producer groups, producer organizations, commodity based associations, farmer federations * various categories of cooperatives, agribusiness firms, individual entrepreneurs, cooperative societies, agricultural input dealers  agricultural commodity processors, packaging agents, transporters and warehousing agents * financial service providers microfinance institutions, commercial banks, saccos, and agribusiness development * technical and professional service providersextension, research, insurance, legal, consultancy, quality assurance and education, training, information  civilsociety, local and international ngos, faith based organizations, community based organizations, other resource mobilization organizations and opinion leaders the kenya private sector alliance keepsake is a coalition of private sector institutions such as business associations, federations and professional bodies. keepsake engages government in structured consultations and policy dialogue towards improving the business environment, accelerating transformation of public sector institutions, promoting private sector cultural change, facilitating growth through expansion of trade, improving productivity and competitiveness of enterprises, and supporting entrepreneurship and development of micro and small enterprises in line with the national development agenda. private sector issues are consolidated into one major agenda cutting across all sectors of the economy. individual organizations identify key priority areas and work together with the government to find practical solutions to issues.",Agriculture Sectoral Development Strategy,12,86,en,"The agro-based private sector comprises both profit-driven and not-for-profit civil society non-state actors. Such actors could be broadly categorized into farmer or producer organizations that include  primary producers individual farmers and producer companies, farmers producer groups, producer organizations, commodity-based associations, farmer federations * various categories of cooperatives, agribusiness firms, individual entrepreneurs, cooperative societies, agricultural input dealers  agricultural commodity processors, packaging agents, transporters and warehousing agents * financial service providers microfinance institutions, commercial banks, saccos, and agribusiness development * technical and professional service providersextension, research, insurance, legal, consultancy, quality assurance and education, training, information  civilsociety, local and international ngos, faith-based organizations, community based organizations, other resource mobilization organizations and opinion leaders the kenya private sector alliance keepsake is a coalition of private sector institutions such as business associations, federations and professional bodies. Keepsake engages government in structured consultations and policy dialogue towards improving the business environment, accelerating transformation of public sector institutions, promoting private sector cultural change, facilitating growth through expansion of trade, improving productivity and competitiveness of enterprises, and supporting entrepreneurship and development of micro and small enterprises in line with the national development agenda. Private sector issues are consolidated into one major agenda cutting across all sectors of the economy. Individual organizations identify key priority areas and work together with the government to find practical solutions to issues.",0.415936579916456,n
475,1117,"in agriculture, the private sector constitutes beneficiaries and resource mobilizers to transform economic operations. it is the vehicle for requisite investments to transform agriculture towards increased productivity, agribusiness, and infrastructure development.",Agriculture Sectoral Development Strategy,12,86,en,"In agriculture, the private sector constitutes beneficiaries and resource mobilizers to transform economic operations. It is the vehicle for requisite investments to transform agriculture towards increased productivity, agribusiness, and infrastructure development.",0.44191127360667204,n
477,826,the private sector will continue working closely with the government to ensure services are delivered to producers and other players through the following interventions facilitating organization of smallholder producers at all levels developing and implementing a framework and instruments for strengthening institutional capacity of producer organizations fast tracking legal and regulatory reforms to promote private sector engagement promoting private sector participation in agro processing developing a mechanism for recognizing and supporting integrated innovation in agricultural value chains.,Agriculture Sectoral Development Strategy,12,87,en,The private sector will continue working closely with the government to ensure services are delivered to producers and other players through the following interventions facilitating organization of smallholder producers at all levels developing and implementing a framework and instruments for strengthening institutional capacity of producer organizations fast-tracking legal and regulatory reforms to promote private sector engagement promoting private sector participation in agro-processing developing a mechanism for recognizing and supporting integrated innovation in agricultural value chains.,0.469507646414666,n
483,178,"ifaa is a competitive grant fund to support agriculture, livestock, fisheries, forestry, wildlife and agribusiness initiatives at all levels of the value chain from production at farm level through value addition and marketing. the fund will support all subsectors of agriculture and agribusiness across all commodities.",Agriculture Sectoral Development Strategy,12,9,en,"Ifaa is a competitive grant fund to support agriculture, livestock, fisheries, forestry, wildlife and agribusiness initiatives at all levels of the value chain from production at farm level through value addition and marketing. The fund will support all subsectors of agriculture and agribusiness across all commodities.",0.48149613339553105,i
484,354,"although the government has increased the agricultural sector budget, it is unlikely to result in more investment in the sector. an agricultural development fund will be established and operationalized as a new mechanism for investing in the agricultural sector. it is anticipated that the fund will focus on strategic issues and areas stipulated in vision 203 0. the fund will cover areas that are outside the budgetary provisions of the mainstream sector ministries that are priority and offer high rates of return to investment.",Agriculture Sectoral Development Strategy,12,9,en,"Although the government has increased the agricultural sector budget, it is unlikely to result in more investment in the sector. An agricultural development fund will be established and operationalized as a new mechanism for investing in the agricultural sector. It is anticipated that the fund will focus on strategic issues and areas stipulated in vision 2030. The fund will cover areas that are outside the budgetary provisions of the mainstream sector ministries that are priority and offer high rates of return to investment.",0.524622216843976,i
492,651," mobilize and increase financial resources, and create an appropriate financing system that will attract investment in the sector * increase government's financial allocation to the subsector to at least 2 per cent of the gdp annually * create an enabling environment for effective farmer organization and participation, and for other stakeholders to provide quality and cost effective support services  establish and promote a multi sectoral approach to sustainable irrigation and drainage development and management the subsector will accelerate the development of irrigation and drainage through financing the construction of major irrigation, drainage and flood control infrastructure. it will also adopt an integrated basin wide approach to irrigation planning and implementation to attain the vision 203 0 target of developing 3 2,00 0 ha per annum and 70 4,00 0 ha of new irrigation areas by 203 0.",Agriculture Sectoral Development Strategy,12,92,en,"Mobilize and increase financial resources, and create an appropriate financing system that will attract investment in the sector * increase government's financial allocation to the subsector to at least 2 per cent of the GDP annually * create an enabling environment for effective farmer organization and participation, and for other stakeholders to provide quality and cost-effective support services  establish and promote a multi-sectoral approach to sustainable irrigation and drainage development and management the subsector will accelerate the development of irrigation and drainage through financing the construction of major irrigation, drainage and flood control infrastructure. It will also adopt an integrated basin-wide approach to irrigation planning and implementation to attain the vision 2030 target of developing 32,000 ha per annum and 704,000 ha of new irrigation areas by 2030.",0.465451377518335,i
494,827,"the subsector will adopt a multi sectoral approach to irrigated agricultural production while encouraging and supporting the establishment of public private partnerships with the aim of contributing to development efforts through provision and delivery of services inputs, microfinance, technology, value adding, market outlets, etc.. the government will also mobilize funds from different sources to develop the subsector.",Agriculture Sectoral Development Strategy,12,92,en,"The subsector will adopt a multi-sectoral approach to irrigated agricultural production while encouraging and supporting the establishment of public-private partnerships with the aim of contributing to development efforts through provision and delivery of services inputs, microfinance, technology, value-adding, market outlets, etc.. The government will also mobilize funds from different sources to develop the subsector.",0.506792109913925,i
525,109,the government will also implement an effective institutional framework to ensure a coordination mechanism to facilitate multi sectoral development in the region.,Agriculture Sectoral Development Strategy,12,98,en,The government will also implement an effective institutional framework to ensure a coordination mechanism to facilitate multi-sectoral development in the region.,0.42708598036419304,n
623,1817,2 an agreement relating to investment in community land shall only be made between the investor and the community.,Community Land Act,12,17,en,2 an agreement relating to investment in community land shall only be made between the investor and the community.,0.40356437700142694,n
749,1723,"2 2. 1 the kenya forestry research institute, as established under the science, technology and innovation act, 201 3, shall be the agency in forestry research and development.",Forest Conservation and Management Act,12,10,en,"22. 1 the kenya forestry research institute, as established under the science, technology and innovation act, 2013, shall be the agency in forestry research and development.",0.404369175091748,n
753,935,part ii 2 3. the funds of the service shall consist of  funds of the service.,Forest Conservation and Management Act,12,11,en,Part ii 23. The funds of the service shall consist of  funds of the service.,0.43835588815263793,n
765,4114,"c income from investments made by the board of trustees;such sums of money or other assets as may be specifically designated from the funds of the service; andsuch sums of monies as may be received by the trust fund in the form of endowments, grants, donations, bequests or other gifts.",Forest Conservation and Management Act,12,15,en,"C income from investments made by the board of trustees;such sums of money or other assets as may be specifically designated from the funds of the service; andsuch sums of monies as may be received by the trust fund in the form of endowments, grants, donations, bequests or other gifts.",0.47427216961432894,i
779,8114,"4 upon registration under subsection 2, the a to the county government for technical advice regarding appropriate forestry practices and conservation; orto the fund, subject to availability of funds, loans from the fund for the development of the forest.",Forest Conservation and Management Act,12,17,en,"4 upon registration under subsection 2, the a to the county government for technical advice regarding appropriate forestry practices and conservation; orto the fund, subject to availability of funds, loans from the fund for the development of the forest.",0.5519974464397579,i
879,8115,"5 4. 1 the cabinet secretary for the national treasury, may on the recommendation by the cabinet secretary, propose tax and other fiscal incentives to increase investments in forest land use and forest resource utilization in order to promote forest conservation and management, and to prevent or abate forest degradation.",Forest Conservation and Management Act,12,33,en,"54. 1 the cabinet secretary for the national treasury, may on the recommendation by the cabinet secretary, propose tax and other fiscal incentives to increase investments in forest land use and forest resource utilization in order to promote forest conservation and management, and to prevent or abate forest degradation.",0.40681595258298203,i
1013,2120,"in the context of climate change, technology transfer is defined as a broad set of processes covering the flows of know how, experience and equipment for mitigating and adapting to climate change amongst different stakeholders such as governments, private sector entities, financial institutions, nongovernmental organisations and research education institutions.",National Climate Responses Strategy,12,105,en,"In the context of climate change, technology transfer is defined as a broad set of processes covering the flows of know-how, experience and equipment for mitigating and adapting to climate change amongst different stakeholders such as governments, private sector entities, financial institutions, nongovernmental organisations and research education institutions.",0.407282079252741,n
1014,659,"even though environmentally sound technology is a key means to achieving a climate resilient low carbon growth trajectory as well as technology transfer to developing countries being a major component of the , achievements in the area have been minimal. for this reason, it is obvious that technology development in both developed and developing countries, transfer to and diffusion in developing countries to help them meet sustainable development needs should be urgently accelerated. and provision of financial and other incentives for, scaling up of the development and transfer of technology to developing country parties in order to promote access to affordable environmentally sound technologies,ways to accelerate deployment, diffusion and transfer of affordable environmentally sound technologies,  cooperation on research and development of current, new and innovative technology, including win win solutions, andthe effectiveness of mechanisms and tools for technology cooperation in specific sectors.",National Climate Responses Strategy,12,106,en,"Even though environmentally sound technology is a key means to achieving a climate-resilient low carbon growth trajectory as well as technology transfer to developing countries being a major component of the , achievements in the area have been minimal. For this reason, it is obvious that technology development in both developed and developing countries, transfer to and diffusion in developing countries to help them meet sustainable development needs should be urgently accelerated. And provision of financial and other incentives for, scaling up of the development and transfer of technology to developing country parties in order to promote access to affordable environmentally sound technologies,ways to accelerate deployment, diffusion and transfer of affordable environmentally sound technologies,  cooperation on research and development of current, new and innovative technology, including win-win solutions, andthe effectiveness of mechanisms and tools for technology cooperation in specific sectors.",0.4572796761773089,i
1016,937,"as required under the , kenya undertook in 200 5 a technology needs assessment study that highlighted kenya's mitigation technological needs and the barriers to technology transfer to kenya. in view of this, the following section highlights some of the channels through which technology transfer to and within kenya may be achieved including throughthe kyoto protocols cdm or its future successor,accelerating south south transfer of technology,accelerating north south transfer of technology through foreign direct investment fdic including taking advantage of free patent technologies,development partner initiatives,establishment and capacity enhancement of local technological innovation centres which will help strengthen institutional technology generation and transfer through learning by doing approach,technology transfer within a future climate change agreement framework, andincluding climate change research and development in all budgets of ministries with substantial allocations to institutions of higher learning to strengthen research capacities.",National Climate Responses Strategy,12,106,en,"As required under the , kenya undertook in 2005 a technology needs assessment study that highlighted kenya's mitigation technological needs and the barriers to technology transfer to kenya. In view of this, the following section highlights some of the channels through which technology transfer to and within kenya may be achieved including throughthe kyoto protocols CDM or its future successor,accelerating south-south transfer of technology,accelerating north-south transfer of technology through foreign direct investment fdic including taking advantage of free-patent technologies,development partner initiatives,establishment and capacity enhancement of local technological innovation centres which will help strengthen institutional technology generation and transfer through learning-by-doing approach,technology transfer within a future climate change agreement framework, andincluding climate change research and development in all budgets of ministries with substantial allocations to institutions of higher learning to strengthen research capacities.",0.481098683643192,i
1019,1233,"the un report acting on climate change the un system delivering as one 200 8 identified undo as one of the un bodies through which coordination of the transfer of clean technology to the developing world can be facilitated. uni dos role as a host organisation for the cleaner production cp, which was created to foster environmentally sound production and consumption in developing countries, also makes it a suitable channel for transfer of technology. kenya has an active cleaner production centre, the kenya national cleaner production centre kncpc. some of the past and ongoing mitigation programmes of the knock include those in industrial energy management and cdm opportunities, as well as waste minimisation with tandem methane reduction, among others.",National Climate Responses Strategy,12,107,en,"The un report acting on climate change the un system delivering as one 2008 identified undo as one of the un bodies through which coordination of the transfer of clean technology to the developing world can be facilitated. Uni dos role as a host organisation for the cleaner production cp, which was created to foster environmentally sound production and consumption in developing countries, also makes it a suitable channel for transfer of technology. Kenya has an active cleaner production centre, the kenya national cleaner production centre kncpc. Some of the past and ongoing mitigation programmes of the knock include those in industrial energy management and CDM opportunities, as well as waste minimisation with tandem methane reduction, among others.",0.406932588305169,n
1020,15114,"most climate friendly technologies have so far been developed and used in developed countries, from where they are expected to transfer to developing countries through well known channels including trade, foreign direct investment fdic and cross border technology licensing. in order to attract these technologies, the government needs to tackle barriers that have and continue to hinder fdic in the country. these include insufficient human capabilities, high transaction costs, trade and policy barriers as well as institutional limitations such as weak intellectual property protection laws and enforcement.",National Climate Responses Strategy,12,107,en,"Most climate-friendly technologies have so far been developed and used in developed countries, from where they are expected to transfer to developing countries through well-known channels including trade, foreign direct investment fdic and cross-border technology licensing. In order to attract these technologies, the government needs to tackle barriers that have and continue to hinder fdic in the country. These include insufficient human capabilities, high transaction costs, trade and policy barriers as well as institutional limitations such as weak intellectual property protection laws and enforcement.",0.43327829858513794,d
1027,2123,"and adaptive innovation processes within developing countries facilitate the diffusion and development of technologies.*? this requires sufficient innovation capabilities amongst developing country firms, universities and research institutes, and appropriate links with public sector actors including production sectors.",National Climate Responses Strategy,12,109,en,"And adaptive innovation processes within developing countries facilitate the diffusion and development of technologies.*? This requires sufficient innovation capabilities amongst developing country firms, universities and research institutes, and appropriate links with public sector actors including production sectors.",0.41383845001263103,n
1029,10114,"it appears that a consensus is emerging on several elements of a future deal on a technology framework. notably, parties to the  seem likely to agree on the establishment of a technology body in the future climate change agreement, although the structure, mandate, name and funding of the proposed mechanism remain unclear. the creation of a technology body has been supported in particular by developing countries, specifically the g7 7 and china group, which proposed the establishment of a technology mechanism, comprising an executive body and a multilateral climate technology fund mctf, both subsidiary to the cop.",National Climate Responses Strategy,12,109,en,"It appears that a consensus is emerging on several elements of a future deal on a technology framework. Notably, parties to the  seem likely to agree on the establishment of a technology body in the future climate change agreement, although the structure, mandate, name and funding of the proposed mechanism remain unclear. The creation of a technology body has been supported in particular by developing countries, specifically the g77 and china group, which proposed the establishment of a technology mechanism, comprising an executive body and a multilateral climate technology fund mctf, both subsidiary to the cop.",0.425616318799326,n
1030,11115,"non governmental organisations have also supported the establishment of new institutions, with some proposing a mechanism dealing specifically with technology and others proposing a general mechanism for mitigation, adaptation, technology related measures and funding. the recent creation of a technology mechanism within the copenhagen accord, which is yet to be adopted, gives the strongest indication ever that such a mechanism will one day exist. kenya should place itself strategically   in terms of building the necessary capacities and identifying priority areas in which it can benefit from technology transfer through such a mechanism.",National Climate Responses Strategy,12,109,en,"Non-governmental organisations have also supported the establishment of new institutions, with some proposing a mechanism dealing specifically with technology and others proposing a general mechanism for mitigation, adaptation, technology related measures and funding. The recent creation of a technology mechanism within the copenhagen accord, which is yet to be adopted, gives the strongest indication ever that such a mechanism will one day exist. Kenya should place itself strategically - in terms of building the necessary capacities and identifying priority areas in which it can benefit from technology transfer through such a mechanism.",0.45766965479699107,n
1041,7213,"however, emca, 199 9 does not effectively address several climate change issues including e@ development of national inventories of anthropogenic emissions of ghg in kenya by source and removal of ghg by sinks,  national framework for carbon finance, e@ development of national and regional programmes to mitigate climate change by addressing anthropogenic emissions by source,  promotion of education, training and awareness on climate change; appropriate technology transfer arrangements and their authorisation, and @ access to environmentally sound technologies.",National Climate Responses Strategy,12,113,en,"However, emca, 1999 does not effectively address several climate change issues including e@ development of national inventories of anthropogenic emissions of GHG in kenya by source and removal of GHG by sinks,  national framework for carbon finance, e@ development of national and regional programmes to mitigate climate change by addressing anthropogenic emissions by source,  promotion of education, training and awareness on climate change; appropriate technology transfer arrangements and their authorisation, and @ access to environmentally-sound technologies.",0.42111869452307105,n
1043,1832,"within the doe, memr also established in 200 9 its national climate change coordinating office. this office now acts as the secretariat for the national climate change activities coordinating committee  established in 199 2 as a requirement under the . membership of the  is drawn from line ministries, academia and research institutions, non governmental organisations ngos as well as the private sector.",National Climate Responses Strategy,12,113,en,"Within the doe, memr also established in 2009 its national climate change coordinating office. This office now acts as the secretariat for the national climate change activities coordinating committee  established in 1992 as a requirement under the . Membership of the  is drawn from line ministries, academia and research institutions, non-governmental organisations ngos as well as the private sector.",0.40573765410151896,n
1056,5412,"this office of the secretariat shall comprise key government agencies with policy and law related functions including the office of the attorney general and key ngos. it shall, in conjunction with nema, initiate all necessary policy, legal, strategy and planning processes, and promote and cooperate on legal information on matters related to climate change. this office shall also play a key role in international climate change negotiations, as well as work with other government agencies to phase out subsidies that contravene the objectives of the .",National Climate Responses Strategy,12,116,en,"This office of the secretariat shall comprise key government agencies with policy and law related functions including the office of the attorney general and key ngos. It shall, in conjunction with nema, initiate all necessary policy, legal, strategy and planning processes, and promote and cooperate on legal information on matters related to climate change. This office shall also play a key role in international climate change negotiations, as well as work with other government agencies to phase out subsidies that contravene the objectives of the .",0.401161694976872,n
1058,203," coordinate and supervise ongoing cdm and other emissions reduction activities to ene facilitate fundraising for financial support, sure that they are in line with and biotechnology transfer and provisions for acute towards meeting the county's environmental building, and men and sustainable development goals as well as vision 203 0,  recommend joint action involving both the public and private sectors in order to moe@ establish and maintain a project database bilious the necessary finance and accelerate and keep track of emerging, proposed and redd actions.",National Climate Responses Strategy,12,117,en,"Coordinate and supervise ongoing CDM and other emissions reduction activities to ene facilitate fundraising for financial support, sure that they are in line with and biotechnology transfer and provisions for acute towards meeting the county's environmental building, and men and sustainable development goals as well as vision 2030,  recommend joint action involving both the public and private sectors in order to moe@ establish and maintain a project database bilious the necessary finance and accelerate and keep track of emerging, proposed and redd actions.",0.49694768437773706,n
1066,383,"in addition, the strategy has established that institutions currently in place to govern climate change affairs are inadequate. it has consequently recommended a dedicated and adequately funded climate change secretariat be established within the ministry of environment and mineral resources to oversee climate change issues including the implementation of the adaptation and mitigation programmes and the other aspects of the national climate change response strategy. this institution, including the proposed structures within it see chapter 8, should be anchored on the provisions of the new climate change laws to be enacted.",National Climate Responses Strategy,12,13,en,"In addition, the strategy has established that institutions currently in place to govern climate change affairs are inadequate. It has consequently recommended a dedicated and adequately funded climate change secretariat be established within the ministry of environment and mineral resources to oversee climate change issues including the implementation of the adaptation and mitigation programmes and the other aspects of the national climate change response strategy. This institution, including the proposed structures within it see chapter 8, should be anchored on the provisions of the new climate change laws to be enacted.",0.445077184058799,n
1069,8313,"the table on the next  shows that significant additional financial resources need to be mobilised for the implementation of this strategy with every effort made to reallocate the countrys budgetary resources and raise additional revenue for this purpose. nevertheless, most of the funding will be mobilised from developed countries either directly or indirectly through the multilateral financial institutions and the un agencies. timely establishment of the proposed climate change finance facility is therefore critical.",National Climate Responses Strategy,12,13,en,"The table on the next  shows that significant additional financial resources need to be mobilised for the implementation of this strategy with every effort made to reallocate the countrys budgetary resources and raise additional revenue for this purpose. Nevertheless, most of the funding will be mobilised from developed countries either directly or indirectly through the multilateral financial institutions and the un agencies. Timely establishment of the proposed climate change finance facility is therefore critical.",0.5544624823556329,i
1080,2232,"moreover, because there are few climate change specialists in the areas of science, policy, adaptation, mitigation and carbon finance and markets it is important to put in place a targeted capacity building framework. building the capacity of local communities to help them adapt to the adverse impacts of climate change as well as take opportunities such as those offered by the reduced emissions from deforestation and degradation redd mechanisms is also important. kenya will undertake various interventions to address its capacity needs by strengthening vulnerability analysis and food security monitoring, supporting the modernisation of the kenya meteorological department, strengthening institutions in charge of disaster risk reduction drr, the national designated authority dna amongst other interventions discussed further in chapter 6.",National Climate Responses Strategy,12,2,en,"Moreover, because there are few climate change specialists in the areas of science, policy, adaptation, mitigation and carbon finance and markets it is important to put in place a targeted capacity-building framework. Building the capacity of local communities to help them adapt to the adverse impacts of climate change as well as take opportunities such as those offered by the reduced emissions from deforestation and degradation redd mechanisms is also important. Kenya will undertake various interventions to address its capacity needs by strengthening vulnerability analysis and food security monitoring, supporting the modernisation of the kenya meteorological department, strengthening institutions in charge of disaster risk reduction drr, the national designated authority dna amongst other interventions discussed further in chapter 6.",0.467514467853894,n
1084,763,"further, efforts should be made to support technology generation and absorption. this can be done by building the capacity of relevant institutions to enable them undertake research & development r&d in climate change related fields as well as through technology transfer from the industrialised countries to kenya. to this end, the strategy has identified some of the channels through which technology development, absorption and diffusion can be achieved, which include e@ through the kyoto protocol's cdm or its future successor, e@ through the united nations industrial development organization unido,accelerating south south partnerships,accelerating north south transfers through foreign direct investment fdic including taking advantage of patent free technologies,establishment and capacity enhancement of local technological innovation centres which will help strengthen institutional technology generation and transfer through learning by doing approach, and e@ including climate change research and development in all budgets of ministries with substantial allocations to institutions of higher learning to strengthen research capacities.",National Climate Responses Strategy,12,2,en,"Further, efforts should be made to support technology generation and absorption. This can be done by building the capacity of relevant institutions to enable them undertake research & development r&d in climate change related fields as well as through technology transfer from the industrialised countries to kenya. To this end, the strategy has identified some of the channels through which technology development, absorption and diffusion can be achieved, which include e@ through the kyoto protocol's CDM or its future successor, e@ through the united nations industrial development organization unido,accelerating south-south partnerships,accelerating north-south transfers through foreign direct investment fdic including taking advantage of patent-free technologies,establishment and capacity enhancement of local technological innovation centres which will help strengthen institutional technology generation and transfer through learning-by-doing approach, and e@ including climate change research and development in all budgets of ministries with substantial allocations to institutions of higher learning to strengthen research capacities.",0.480257492625315,n
1089,2242,"the purpose of the resource mobilisation plan is to ensure proposed programmes and projects are fully implemented. the plan targets domestic resources from both local and national government as well as from the private sector. in addition to international funding agencies such as the world bank and international monetary fund imf, the mobilisation plan also covers external resources from development partners and regional funding agencies such as multilateral development banks eg. the african development bank afdb. the plan covers a duration of 2 0 years, coinciding with the countrys vision 203 0 and the initial five years coinciding with the millennium development goals mfg fulfilment.",National Climate Responses Strategy,12,3,en,"The purpose of the resource mobilisation plan is to ensure proposed programmes and projects are fully implemented. The plan targets domestic resources from both local and national government as well as from the private sector. In addition to international funding agencies such as the world bank and international monetary fund imf, the mobilisation plan also covers external resources from development partners and regional funding agencies such as multilateral development banks eg. The african development bank afdb. The plan covers a duration of 20 years, coinciding with the countrys vision 2030 and the initial five years coinciding with the millennium development goals MFG fulfilment.",0.476651682760954,i
1092,944,"prior to establishing a significant funding source for climate change adaptation and mitigation e.g. from the recently created finance mechanism under the copenhagen accord there is a need for national governments to establish a coordinated strategy and operational capacity for accessing this fund. for mitigation specifically cdm, a designated national agency is required, and guidelines are available on what is expected. this is not the same for adaptation.",National Climate Responses Strategy,12,3,en,"Prior to establishing a significant funding source for climate change adaptation and mitigation e.g. From the recently created finance mechanism under the copenhagen accord there is a need for national governments to establish a coordinated strategy and operational capacity for accessing this fund. For mitigation specifically cdm, a designated national agency is required, and guidelines are available on what is expected. This is not the same for adaptation.",0.5691271560307221,i
