,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
1098,31110,"currently, discussions in the adaptation fund board include the nature of entities that would qualify for funding, the role of national coordination, and capabilities required for monitoring, reporting and verification. even though the form of a national adaptation strategic and implementing entity has not yet been elaborated in the , an entity such as a national adaptation facility fan will be necessary in future. a national adaptation facility or authority should therefore be established to enable mobilisation and consolidation of resources from multiple sources. in developing such a capacity, there are many options that must be based on the unique structures of national government and civil society. the term authority is open in that where a cross sectoral, multi stakeholder capacity is required it might involve a single authority or agency or a multi party structure with operational capacity that might be termed facility; hub or partnership it will also require consultative and governing structures i.e. advisory committee, council, board, governing body and funding will be vital to its success. a pilot fund is suggested for gearing up a broad effort, preparing sound project proposals and mobilising stakeholder engagement. the fan should be anchored on a national policy and legal framework that sets out the key aims and processes with the policy framework then translated into sectoral objectives, targets and performance indicators. while all sectors and regions will be exposed to climate change, early action should be focused with the strategy recognising regional requirements and the urgent needs of vulnerable socioeconomic groups.",National Climate Responses Strategy,12,4,en,"Currently, discussions in the adaptation fund board include the nature of entities that would qualify for funding, the role of national coordination, and capabilities required for monitoring, reporting and verification. Even though the form of a national adaptation strategic and implementing entity has not yet been elaborated in the , an entity such as a national adaptation facility fan will be necessary in future. A national adaptation facility or authority should therefore be established to enable mobilisation and consolidation of resources from multiple sources. In developing such a capacity, there are many options that must be based on the unique structures of national government and civil society. The term authority is open in that where a cross-sectoral, multi-stakeholder capacity is required it might involve a single authority or agency or a multi-party structure with operational capacity that might be termed facility; hub or partnership it will also require consultative and governing structures i.e. Advisory committee, council, board, governing body and funding will be vital to its success. A pilot fund is suggested for gearing up a broad effort, preparing sound project proposals and mobilising stakeholder engagement. The fan should be anchored on a national policy and legal framework that sets out the key aims and processes with the policy framework then translated into sectoral objectives, targets and performance indicators. While all sectors and regions will be exposed to climate change, early action should be focused with the strategy recognising regional requirements and the urgent needs of vulnerable socioeconomic groups.",0.447897999205418,n
1105,1093,"the kyoto protocol has set the world towards a low carbon growth path. one of the main outcomes is the carbon market, an international market regime of three flexible mechanisms designed and created to tackle climate change cost effectively and assist with sustainable development. two of these mechanisms   the clean development mechanism cdm and the joint implementation hi   are project based. the cdm and hi were created under articles 1 2 and 6 of the protocol, respectively. they are designed to help reduce ghg emissions through project activities involving inter alias renewable energy including fuel switching, energy efficiency, reforestationafforestation, and low emission public transportation, and more. the cdm is relevant to kenya as it applies to non annex 1 countries, which are developing countries that have undertaken to tackle climate change, but are not obliged to take on legally binding ghg emission reduction targets.",National Climate Responses Strategy,12,40,en,"The kyoto protocol has set the world towards a low-carbon growth path. One of the main outcomes is the carbon market, an international market regime of three flexible mechanisms designed and created to tackle climate change cost-effectively and assist with sustainable development. Two of these mechanisms - the clean development mechanism CDM and the joint implementation hi - are project-based. The CDM and hi were created under articles 12 and 6 of the protocol, respectively. They are designed to help reduce GHG emissions through project activities involving inter alias renewable energy including fuel switching, energy efficiency, reforestationafforestation, and low-emission public transportation, and more. The CDM is relevant to kenya as it applies to non-annex 1 countries, which are developing countries that have undertaken to tackle climate change, but are not obliged to take on legally binding GHG emission reduction targets.",0.4144625075422,i
1114,3142,"in general, the three funds lcdf, scoff and af are not adequate to fund the massive adaptation needs of developing countries, many of which are already being ravaged by climate change. at present, the funds mainly constitute pledges by donor countries and agencies. as history shows pledges do not always lead to actual delivery and implementation of the funds. again, even with the pledges included, the funds still fall short of the us$ 10 0 billion per annum which developed countries have pledged to mobilise under the copenhagen accord to help address climate change needs of developing countries by 202 0. in any case, even this proposed figure is considered by many as a gross underestimate because it is based on a scenario where the global temperature increase would be limited to 2c, whilst some climate models show that current emissions pathway leads us to a much warmer world 3c and upward and consequently higher costs.",National Climate Responses Strategy,12,42,en,"In general, the three funds lcdf, scoff and af are not adequate to fund the massive adaptation needs of developing countries, many of which are already being ravaged by climate change. At present, the funds mainly constitute pledges by donor countries and agencies. As history shows pledges do not always lead to actual delivery and implementation of the funds. Again, even with the pledges included, the funds still fall short of the us$ 100 billion per annum which developed countries have pledged to mobilise under the copenhagen accord to help address climate change needs of developing countries by 2020. In any case, even this proposed figure is considered by many as a gross underestimate because it is based on a scenario where the global temperature increase would be limited to 2c, whilst some climate models show that current emissions pathway leads us to a much warmer world 3c and upward and consequently higher costs.",0.427382816267555,d
1138,5143,"all stakeholders should mainstream climate proofing and climate change responsive activities in their programmes and projects. in achieving this, most line ministries particularly those offering development and infrastructural services have developed climate change response programmes and projects, which form and are included in the action plan of this strategy.",National Climate Responses Strategy,12,5,en,"All stakeholders should mainstream climate proofing and climate change responsive activities in their programmes and projects. In achieving this, most line ministries particularly those offering development and infrastructural services have developed climate change response programmes and projects, which form and are included in the action plan of this strategy.",0.41634828418425107,n
1139,7132,"while kenya stands to benefit immensely from the advanced technology of developed countries, efforts should be made to support local technology generation and application through institutional capacity building programmes. consequently new and additional resources are needed to support kenya's research, development as well as strengthen academic institutions together we can tackle climate change",National Climate Responses Strategy,12,5,en,"While kenya stands to benefit immensely from the advanced technology of developed countries, efforts should be made to support local technology generation and application through institutional capacity building programmes. Consequently new and additional resources are needed to support kenya's research, development as well as strengthen academic institutions together we can tackle climate change",0.417915681168866,n
1205,8153,"identify specific research and development needs to address climate change, and opportunities for technology development, absorption and diffusion this will be achieved by an individual sector analysis of the knowledge and technology gaps that need to be addressed in the short, medium and long term. in addition, in order to foster faster transfer and adoption of climate friendly and resilient technologies in kenya for sustainable development, the strategy will seek to recommend avenues through which the transfer of such technologies can take place.",National Climate Responses Strategy,12,65,en,"Identify specific research and development needs to address climate change, and opportunities for technology development, absorption and diffusion this will be achieved by an individual sector analysis of the knowledge and technology gaps that need to be addressed in the short, medium and long term. In addition, in order to foster faster transfer and adoption of climate friendly and resilient technologies in kenya for sustainable development, the strategy will seek to recommend avenues through which the transfer of such technologies can take place.",0.40904857183025,n
1206,1662,"appropriate national climate change entity to undertake and oversee climate change activities in the country. e@ provide an action plan and ensure its implementation in terms of having a robust monitoring and evaluation framework the identified adaptation and mitigation activities will require the mobilisation of additional and substantial financial resources for their implementation. an action plan and a resource mobilisation plan will help achieve this. in addition, monitoring and evaluation activities will play an important role in ensuring an effective implementation of the project activities identified in the nccrs. there is need for an efficient, focused and dynamic implementation framework and a robust monitoring and evaluation framework. this objective will ensure that such measures are in place.",National Climate Responses Strategy,12,66,en,"Appropriate national climate change entity to undertake and oversee climate change activities in the country. E@ provide an action plan and ensure its implementation in terms of having a robust monitoring and evaluation framework the identified adaptation and mitigation activities will require the mobilisation of additional and substantial financial resources for their implementation. An action plan and a resource mobilisation plan will help achieve this. In addition, monitoring and evaluation activities will play an important role in ensuring an effective implementation of the project activities identified in the nccrs. There is need for an efficient, focused and dynamic implementation framework and a robust monitoring and evaluation framework. This objective will ensure that such measures are in place.",0.416338635495844,n
1209,6201,"however, the vision 203 0 does not address climate change adequately, but it does refer to climate change adaptation in the context of building capacity as part of environmental management. one of the specific aims stated under environmental management is the goal to attract at least five clean development mechanisms cdm projects per year in the next five years.",National Climate Responses Strategy,12,66,en,"However, the vision 2030 does not address climate change adequately, but it does refer to climate change adaptation in the context of building capacity as part of environmental management. One of the specific aims stated under environmental management is the goal to attract at least five clean development mechanisms CDM projects per year in the next five years.",0.41444383713797495,n
1242,5252,"climate change also presents opportunities for developing countries like kenya, which can avoid the high emission path that developed countries have pursued to attain their present high economic status. the carbon market, where it is possible to trade carbon credits, presents an opportunity for developing countries to raise additional revenues for ghg emission reducing projects that also contribute to sustainable development. there are two types of carbon markets and both are relevant to kenya. the two markets arethe clean development mechanism cdm compliance market under the kyoto protocol and ii voluntary carbon markets vcm, which emerged to fulfil the demand from organisations and businesses that wish to offset their carbon emissions voluntarily. it should be noted that presently, most developing countries in africa have not benefited from carbon markets because of their complexity, trading conditions, investments and general lack of capacity and knowledge in developing countries. therefore, for kenya to benefit from these markets, intense capacity building particularly at the community level will be required.",National Climate Responses Strategy,12,79,en,"Climate change also presents opportunities for developing countries like kenya, which can avoid the high-emission path that developed countries have pursued to attain their present high economic status. The carbon market, where it is possible to trade carbon credits, presents an opportunity for developing countries to raise additional revenues for GHG emission reducing projects that also contribute to sustainable development. There are two types of carbon markets and both are relevant to kenya. The two markets arethe clean development mechanism CDM compliance market under the kyoto protocol and ii voluntary carbon markets vcm, which emerged to fulfil the demand from organisations and businesses that wish to offset their carbon emissions voluntarily. It should be noted that presently, most developing countries in africa have not benefited from carbon markets because of their complexity, trading conditions, investments and general lack of capacity and knowledge in developing countries. Therefore, for kenya to benefit from these markets, intense capacity building particularly at the community level will be required.",0.438429130774481,i
1274,4232,"that are easy to understand and use. there is need to have well developed ict infrastructure and skills to facilitate effective dissemination of climate change information and education. the government should develop a website on climate change issues and all the relevant information, programmes, projects, related to climate change and establish one stop resource centres which should be equipped with climate change material,  dissemination of credible and reliable climate change information and research findings the government should put in place strategic planning and public review processes to facilitate credible fact finding on a key climate science issues,comprehensive climate and ecosystem observing and data management systems, andthe development of decision support resources,  supporting public debate on climate change issues by promoting parliamentary public hearings, participatory policymaking initiatives at both central and local level, and a vibrant civil society, and  developing a comprehensive communications plan the government needs to develop a comprehensive communications implementation plan and funding plan, based on an inventory of existing communication activities and building on experience from several short term pilot projects to determine and shape ongoing effective communication strategies.",National Climate Responses Strategy,12,91,en,"That are easy to understand and use. There is need to have well developed ict infrastructure and skills to facilitate effective dissemination of climate change information and education. The government should develop a website on climate change issues and all the relevant information, programmes, projects, related to climate change and establish one-stop resource centres which should be equipped with climate change material,  dissemination of credible and reliable climate change information and research findings the government should put in place strategic planning and public review processes to facilitate credible fact finding on a key climate science issues,comprehensive climate and ecosystem observing and data management systems, andthe development of decision support resources,  supporting public debate on climate change issues by promoting parliamentary public hearings, participatory policymaking initiatives at both central and local level, and a vibrant civil society, and  developing a comprehensive communications plan the government needs to develop a comprehensive communications implementation plan and funding plan, based on an inventory of existing communication activities and building on experience from several short-term pilot projects to determine and shape ongoing effective communication strategies.",0.412209808306214,n
1286,5291,"in view of the risks and opportunities presented by climate change, enhanced capacity building is required to strengthen capability of developing countries like kenya which have very few climate change specialists in the areas of science, policy, adaptation, mitigation carbon trading and carbon markets. therefore, it is important to put in place a targeted capacity building framework, and build the capacity of local communities to help them adapt to the adverse impacts of climate change. further, the actions being recommended in the strategy will require people with adequate necessary skills to implement.",National Climate Responses Strategy,12,95,en,"In view of the risks and opportunities presented by climate change, enhanced capacity building is required to strengthen capability of developing countries like kenya which have very few climate change specialists in the areas of science, policy, adaptation, mitigation carbon trading and carbon markets. Therefore, it is important to put in place a targeted capacity-building framework, and build the capacity of local communities to help them adapt to the adverse impacts of climate change. Further, the actions being recommended in the strategy will require people with adequate necessary skills to implement.",0.43568348731852596,n
1287,1611,"in line with the uns acting on climate change, the un system delivering as one report, the following are as some of the key critical areas for kenya where capacity building should be targetedregional and sub regional preparatory workshops for climate change negotiators where kenya would participate with other developing countries, sids and ldcs, on the  negotiation process,technical and policy support to kenya as a party to the  for preparing its national communications,  support to the country in its efforts to implement  decisions through country driven approaches,  awareness raising, development of communication tools, training and planning workshops at local, national, regional and global levels,  capacity building and support for the modernisation and development of national meteorological services e.g. the kenya meteorological department and gad climate prediction and applications centre icpac,mobilising and enhancing the capacity of the government, employers and workers organisations to contribute to coherent policies and effective programmes leading to greening economies with green jobs, 4 6 0 2 emissions from fuel combustion only. emissions are calculated using ideas energy balances and the revised 199 6 ipecac guidelines. also, see chapter 4 under mitigation for ghg emission trends together we can tackle climate change",National Climate Responses Strategy,12,95,en,"In line with the uns acting on climate change, the un system delivering as one report, the following are as some of the key critical areas for kenya where capacity building should be targetedregional and sub-regional preparatory workshops for climate change negotiators where kenya would participate with other developing countries, sids and ldcs, on the  negotiation process,technical and policy support to kenya as a party to the  for preparing its national communications,  support to the country in its efforts to implement  decisions through country-driven approaches,  awareness-raising, development of communication tools, training and planning workshops at local, national, regional and global levels,  capacity building and support for the modernisation and development of national meteorological services e.g. The kenya meteorological department and gad climate prediction and applications centre icpac,mobilising and enhancing the capacity of the government, employers and workers organisations to contribute to coherent policies and effective programmes leading to greening economies with green jobs, 46 02 emissions from fuel combustion only. Emissions are calculated using ideas energy balances and the revised 1996 ipecac guidelines. Also, see chapter 4 under mitigation for GHG emission trends together we can tackle climate change",0.44562447292044,n
1290,4251, capacity building seminars workshops in different regions to assist promote implementation of new standards aiming at the reduction of ghg emissions through radio capacity building to enhance reduced emissions from deforestation and degradation redd programmes in developing cone capture opportunities offered by the un redd programme and forest carbon partnership facility as well as the redd,National Climate Responses Strategy,12,98,en,Capacity building seminars workshops in different regions to assist promote implementation of new standards aiming at the reduction of GHG emissions through radio capacity building to enhance reduced emissions from deforestation and degradation redd programmes in developing cone capture opportunities offered by the un-redd programme and forest carbon partnership facility as well as the redd,0.41645544202508705,n
1427,1237,"disaggregated data to update the gender development index;establishment of gender research and documentation centre the sub sector will establish and equip the centre with requisite resources;establishment of integrated one stop sexual and gender based violence response centers in all healthcare facilities in kenya. the proposed centers will offer medical, legal and psychosocial support to victims of sgbv;public awareness campaign against fgm, early and forced marriages the sub sector will develop and implement a national sexual and gender based violence policy and operationalize the gm act 201 1.the sub sector will work closely with the national gender and equality commission to issue sanctions and recommend prosecution on gender discrimination cases. womens empowerment the following specific interventions will be undertakenimplementation of the 3 0 percent public procurement preference for women entrepreneurs the sub sector will carry out a public awareness campaign on the provisions of the public procurement and disposable [preference and reservation] regulations 201 3 for women;implementation of the uwezo fund; the sub sector will seek to expand access to finances and promote women led enterprises at the constituency level through the uwezo fund;women enterprise fund the sub sector will seek to review the funds product and services, re brand and re launch the women enterprise fund.establishment of the single registry for all cs pf initiatives;support to persons with albinism pwa; and scale up the national development fund for pwds this fund will provide assistance to persons with disabilities for their socio economic empowerment. it will also support infrastructure improvement to institutions providing services to pads and capacity building for disabled persons organizations.",Vision 2030,12,10,en,"Disaggregated data to update the gender development index;establishment of gender research and documentation centre the sub-sector will establish and equip the centre with requisite resources;establishment of integrated one stop sexual and gender based violence response centers in all healthcare facilities in kenya. The proposed centers will offer medical, legal and psychosocial support to victims of sgbv;public awareness campaign against fgm, early and forced marriages the sub-sector will develop and implement a national sexual and gender based violence policy and operationalize the GM act 2011.the sub-sector will work closely with the national gender and equality commission to issue sanctions and recommend prosecution on gender discrimination cases. Womens empowerment the following specific interventions will be undertakenimplementation of the 30 percent public procurement preference for women entrepreneurs the sub-sector will carry out a public awareness campaign on the provisions of the public procurement and disposable [preference and reservation] regulations 2013 for women;implementation of the uwezo fund; the sub-sector will seek to expand access to finances and promote women led enterprises at the constituency level through the uwezo fund;women enterprise fund the sub-sector will seek to review the funds product and services, re-brand and re-launch the women enterprise fund.establishment of the single registry for all CS pf initiatives;support to persons with albinism pwa; and scale up the national development fund for PWDS this fund will provide assistance to persons with disabilities for their socio-economic empowerment. It will also support infrastructure improvement to institutions providing services to pads and capacity building for disabled persons organizations.",0.421386163747224,i
1440,4120,"competitiveness and rebalancing growth to make kenya globally competitive, the government will increase investment in expansion, development and modernisation of roads, rail, ports, ict and telecommunications in order to make kenya a top logistics hub. in addition, priority will be given to development of the lamu port, southern sudan and ethiopia transport  corridor and the oil, gas and other mineral resources sector to spur higher economic growth. priority will also be given to implementing the national ict master plan 201 2 201 7, and the implementation of reforms to improve world bank. the opp act will be operationalized to facilitate private sector investment in infrastructure in order to enhance efficiency and competitiveness of the economy.",Vision 2030,12,108,en,"Competitiveness and rebalancing growth to make kenya globally competitive, the government will increase investment in expansion, development and modernisation of roads, rail, ports, ict and telecommunications in order to make kenya a top logistics hub. In addition, priority will be given to development of the lamu port, southern sudan and ethiopia transport  corridor and the oil, gas and other mineral resources sector to spur higher economic growth. Priority will also be given to implementing the national ict master plan 2012-2017, and the implementation of reforms to improve world bank. The opp act will be operationalized to facilitate private sector investment in infrastructure in order to enhance efficiency and competitiveness of the economy.",0.43526040450895004,i
1445,1536,"the second mtp will integrate the sdgs for the post 201 5 which includeending extreme poverty and hunger;achieve development and prosperity for all without ruining the environment;ensure learning for all children and youth;achieving gender equality and reduce inequalities;achieve health and well being at all ages;increasing agricultural production in an environmentally sustainable manner, to achieve food security and rural prosperity;make cities productive and environmentally sustainable;curb human induced climate change with sustainable energy;protect ecosystems and ensure sound management of natural resources; andimprove governance and align business behavior with all the goals. during the second mtp period and beyond, measures will be taken to realign kenyas foreign policy with the nations international trade objectives. these include more training of staff in trade analysis and negotiation techniques, deepening economic and commercial diplomacy, regional integration, bilateral and multilateral partnerships to increase market share in traditional export destinations, penetration of new markets in emerging economies as well as enhancing the role of private sector in regional integration initiatives. additionally, the realigned foreign policy will link regional peace and security with kenyas economic and commercial diplomacy interests and ensure the diplomatic presence in all african region and new emerging economies. kenyas foreign policy shall also be directed towards promoting nairobi as a diplomatic centre, international economic hub, and venue for multi lateral diplomacy.",Vision 2030,12,109,en,"The second MTP will integrate the SDGS for the post 2015 which includeending extreme poverty and hunger;achieve development and prosperity for all without ruining the environment;ensure learning for all children and youth;achieving gender equality and reduce inequalities;achieve health and well being at all ages;increasing agricultural production in an environmentally sustainable manner, to achieve food security and rural prosperity;make cities productive and environmentally sustainable;curb human-induced climate change with sustainable energy;protect ecosystems and ensure sound management of natural resources; andimprove governance and align business behavior with all the goals. During the second MTP period and beyond, measures will be taken to realign kenyas foreign policy with the nations international trade objectives. These include more training of staff in trade analysis and negotiation techniques, deepening economic and commercial diplomacy, regional integration, bilateral and multilateral partnerships to increase market share in traditional export destinations, penetration of new markets in emerging economies as well as enhancing the role of private sector in regional integration initiatives. Additionally, the realigned foreign policy will link regional peace and security with kenyas economic and commercial diplomacy interests and ensure the diplomatic presence in all african region and new emerging economies. Kenyas foreign policy shall also be directed towards promoting nairobi as a diplomatic centre, international economic hub, and venue for multi-lateral diplomacy.",0.4271884055274989,n
1455,6414,"these factors contributed to low attainment of projected gdp growth, and investment and savings targets. in addition, the slow implementation of key economic reforms, such as the policy and legal framework for public private partnerships pops enacted at the end of the plan period, and absence of legislative framework for establishment of special economic zones partly explains the missed sectoral investment and growth targets in agriculture, industry and service sectors of the economy.",Vision 2030,12,111,en,"These factors contributed to low attainment of projected GDP growth, and investment and savings targets. In addition, the slow implementation of key economic reforms, such as the policy and legal framework for public private partnerships pops enacted at the end of the plan period, and absence of legislative framework for establishment of special economic zones partly explains the missed sectoral investment and growth targets in agriculture, industry and service sectors of the economy.",0.40972007898526197,n
1457,7315,the realignment of kenyas foreign policy and international relations is expected to promote and diversify kenyas economic partnerships and trade. this will boost economic growth by targeting alternative markets including those in the african region.,Vision 2030,12,112,en,The realignment of kenyas foreign policy and international relations is expected to promote and diversify kenyas economic partnerships and trade. This will boost economic growth by targeting alternative markets including those in the african region.,0.428746307746723,n
1458,4415,"on the domestic front, kenya is implementing major legal and institutional reforms that will provide a better environment for sustained macro economic stability and improved management of public resources. these include the public finance management act 201 2; the county governments act 201 2; the urban areas and cities act 201 1, national government coordination act 201 3, and transition to devolved governments act 201 2. in addition, the government is continuing to deepen reforms in the judiciary, police and land sectors. these reforms will enhance administration of justice, governance, law and order, and provide the country with a more conducive environment for doing business, promote investment, growth and employment creation. foreign direct investment is expected to increase especially following the recent discovery of oil, gas, rare earth minerals and coal. in addition, the country will maximize its geographical comparative advantage through implementation of the  corridor project, modernisation of the port of mombasa, construction of a standard gauge railway from mombasa to malaba, and expansion of homo kenyatta international airport to serve as the regional airport hub. construction of the ethiopia power interconnectivity line, to source cheaper hydropower, and completion of the solaria iv by 201 4 and other geothermal energy projects are also expected to boost growth through supply of cheaper and reliable power.",Vision 2030,12,113,en,"On the domestic front, kenya is implementing major legal and institutional reforms that will provide a better environment for sustained macro-economic stability and improved management of public resources. These include the public finance management act 2012; the county governments act 2012; the urban areas and cities act 2011, national government coordination act 2013, and transition to devolved governments act 2012. In addition, the government is continuing to deepen reforms in the judiciary, police and land sectors. These reforms will enhance administration of justice, governance, law and order, and provide the country with a more conducive environment for doing business, promote investment, growth and employment creation. Foreign direct investment is expected to increase especially following the recent discovery of oil, gas, rare earth minerals and coal. In addition, the country will maximize its geographical comparative advantage through implementation of the  corridor project, modernisation of the port of mombasa, construction of a standard gauge railway from mombasa to malaba, and expansion of homo kenyatta international airport to serve as the regional airport hub. Construction of the ethiopia power interconnectivity line, to source cheaper hydropower, and completion of the solaria iv by 2014 and other geothermal energy projects are also expected to boost growth through supply of cheaper and reliable power.",0.430345875996563,n
1459,5414,"the growth strategy will also benefit from exploitation of green growth opportunities such as the use of carbon credits especially in reforested catchment towers, clean energy use in geothermal, hydro, wind and solar power, the promotion of natural products initiatives, promotion of resource efficiency and clean production systems. during the plan period, the 4 7 counties are also expected to attract investment and emerge as regional growth hubs.",Vision 2030,12,113,en,"The growth strategy will also benefit from exploitation of green growth opportunities such as the use of carbon credits especially in reforested catchment towers, clean energy use in geothermal, hydro, wind and solar power, the promotion of natural products initiatives, promotion of resource efficiency and clean production systems. During the plan period, the 47 counties are also expected to attract investment and emerge as regional growth hubs.",0.414496675868689,i
1471,9311,"note employment targets were based on the 200 1 201 1 elasticity defined as per cent increase in employment level for every one per cent increase in gdp levels as follows agriculture 0.4 3; industry 0.5 0; and services 0.7 5 source ministry of devolution and planning, the national treasury provide a framework and necessary guidance on wage levels, wage formation and adjustment mechanisms and other wage administration issues to reduce incidences of industrial disputes. kenyas global ranking on the world banks ease of doing business indicators fell from 72 nd position in 200 8 to 121 st position in 201 2. the government is committed to reversing this trend, and the overall goal is to ensure that by the end of the plan period the country rank among the top 5 0 countries in the both ease of doing business ranking and the world economic forums global competitiveness index. the government will, thus speed up implementation of structural and institutional reforms and put in place the necessary enabling legislation in all sectors to enhance efficiency and competitiveness and investment.",Vision 2030,12,116,en,"Note employment targets were based on the 2001-2011 elasticity defined as per cent increase in employment level for every one per cent increase in GDP levels as follows agriculture 0.43; industry 0.50; and services 0.75 source ministry of devolution and planning, the national treasury provide a framework and necessary guidance on wage levels, wage formation and adjustment mechanisms and other wage administration issues to reduce incidences of industrial disputes. Kenyas global ranking on the world banks ease of doing business indicators fell from 72 ND position in 2008 to 121 ST position in 2012. The government is committed to reversing this trend, and the overall goal is to ensure that by the end of the plan period the country rank among the top 50 countries in the both ease of doing business ranking and the world economic forums global competitiveness index. The government will, thus speed-up implementation of structural and institutional reforms and put in place the necessary enabling legislation in all sectors to enhance efficiency and competitiveness and investment.",0.40441188413192297,i
1474,13213,"to improve the quality of data, the following surveys and censuses will be carried out within the period of the second mtplabour force survey;census of business establishments ; andgeneration of county statistical profiles. tax reforms are key to enhancing the government's revenue capacity to finance development programmes and projects. kenya revenue authority ark will continue to benchmark its services to the standards of selected upper middle income countries so as to meet the international best practices.",Vision 2030,12,117,en,"To improve the quality of data, the following surveys and censuses will be carried out within the period of the second mtplabour force survey;census of business establishments ; andgeneration of county statistical profiles. Tax reforms are key to enhancing the government's revenue capacity to finance development programmes and projects. Kenya revenue authority ark will continue to benchmark its services to the standards of selected upper middle income countries so as to meet the international best practices.",0.41078720251122497,i
1478,485,"the realisation of the objectives and targets of the second mtp hinges on successful implementation of the enablers or foundations. these include infrastructure roads, rail network, sea ports airports and pipeline; information communication and technology ict; science technology and innovation st&l; land reforms; human resource development, labour and employment; security; public sector reforms; national values and ethics; and ending drought emergencies ede. this chapter outlines the policies, programmes and projects planned for implementation during the plan period.",Vision 2030,12,120,en,"The realisation of the objectives and targets of the second MTP hinges on successful implementation of the enablers or foundations. These include infrastructure roads, rail network, sea ports airports and pipeline; information communication and technology ict; science technology and innovation st&l; land reforms; human resource development, labour and employment; security; public sector reforms; national values and ethics; and ending drought emergencies ede. This chapter outlines the policies, programmes and projects planned for implementation during the plan period.",0.418696554166997,n
1491,22110,3.2 information and communications technology ict strengthening the foundation for a knowledge economy,Vision 2030,12,125,en,3.2 information and communications technology ict strengthening the foundation for a knowledge economy,0.420102475126485,n
1501,3135,"in line with the priorities outlined in the jubilee coalition manifesto agenda for kenya 201 3 1 7 and beyond the plan aims at accelerating economic growth putting the economy on a higher, inclusive and sustainable growth trajectory leading to a double digit gdp growth rate within the five year period. to realize these goals and secure our countrys prosperity, the government will in the course of this plan period implement measures to strengthen our economic competitiveness through accelerated governance and public sector reforms and by increasing government spending on expansion, and modernisation of our railways, roads, ports, airports, energy, water and the ict and telecommunications infrastructure. to further enhance efficiency and competitiveness of our economy, the government will devote more investment to infrastructure and to the key sectors of the economy that will drive growth particularly through public private partnerships arrangements.",Vision 2030,12,129,en,"In line with the priorities outlined in the jubilee coalition manifesto agenda for kenya 2013-17 and beyond the plan aims at accelerating economic growth putting the economy on a higher, inclusive and sustainable growth trajectory leading to a double digit GDP growth rate within the five year period. To realize these goals and secure our countrys prosperity, the government will in the course of this plan period implement measures to strengthen our economic competitiveness through accelerated governance and public sector reforms and by increasing government spending on expansion, and modernisation of our railways, roads, ports, airports, energy, water and the ict and telecommunications infrastructure. To further enhance efficiency and competitiveness of our economy, the government will devote more investment to infrastructure and to the key sectors of the economy that will drive growth particularly through public private partnerships arrangements.",0.409136296659507,i
1502,4105,"the jubilee government was elected into office on a platform that prioritises job creation and increasing youth employment over the plan period and expanding kenyas area under irrigation in order to increase agricultural productivity and food security. the policy mechanisms for realizing these objectives are contained in this medium term plan. a commercialized agriculture with high value addition remains our key priority. at the same time, the government will establish disease free zones in our livestock producing areas, working in cooperation with the county governments concerned, to support higher productivity and processing of animal products for domestic consumption and exports. similar efforts will be made to increase value addition and employment in fisheries and in the exploitation of our rich marine resource. in order to meet the goals of job creation, value addition in agriculture, fisheries and livestock, and export diversification, the government will, therefore, establish special economic zones in partnership with private investors to support increased manufacturing and exports with high value added. to meet the demand for skilled jobs in these and other sectors, priority will also be accorded to programmes targeting training and apprenticeships to meet the demand for human resource skills required by the transformation of the kenya economy which is central to this medium term plan. as the education and training sections of this plan demonstrate, this will be accomplished through a variety of programmes under the social pillar. the government will also strengthen youth employment and entrepreneurship through credit, financial assistance and training. this will enable recipients to acquire skills and engage in productive employment on their own or as suppliers to the larger enterprises in the public or private sectors.",Vision 2030,12,129,en,"The jubilee government was elected into office on a platform that prioritises job creation and increasing youth employment over the plan period and expanding kenyas area under irrigation in order to increase agricultural productivity and food security. The policy mechanisms for realizing these objectives are contained in this medium term plan. A commercialized agriculture with high value addition remains our key priority. At the same time, the government will establish disease free zones in our livestock-producing areas, working in cooperation with the county governments concerned, to support higher productivity and processing of animal products for domestic consumption and exports. Similar efforts will be made to increase value addition and employment in fisheries and in the exploitation of our rich marine resource. In order to meet the goals of job creation, value-addition in agriculture, fisheries and livestock, and export diversification, the government will, therefore, establish special economic zones in partnership with private investors to support increased manufacturing and exports with high value added. To meet the demand for skilled jobs in these and other sectors, priority will also be accorded to programmes targeting training and apprenticeships to meet the demand for human resource skills required by the transformation of the kenya economy which is central to this medium-term plan. As the education and training sections of this plan demonstrate, this will be accomplished through a variety of programmes under the social pillar. The government will also strengthen youth employment and entrepreneurship through credit, financial assistance and training. This will enable recipients to acquire skills and engage in productive employment on their own or as suppliers to the larger enterprises in the public or private sectors.",0.443098208494117,i
1507,14215,"coordination of the technology, innovation and commercialisation programme the government will implement knowledge management information system kmis, innovative technology transfer system and undertake science, technology and innovation indicators surveys that will include development and adoption of kenyan common science, technology and innovation indicators and establishment of an african sch observatory.",Vision 2030,12,131,en,"Coordination of the technology, innovation and commercialisation programme the government will implement knowledge management information system kmis, innovative technology transfer system and undertake science, technology and innovation indicators surveys that will include development and adoption of kenyan common science, technology and innovation indicators and establishment of an african SCH observatory.",0.425117370185728,n
1526,18112,"performance contracting and performance appraisal systems. other reforms focused on transformative leadership, structured stakeholder engagement, public financial management, and mainstreaming gender and disability issues.",Vision 2030,12,135,en,"Performance contracting and performance appraisal systems. Other reforms focused on transformative leadership, structured stakeholder engagement, public financial management, and mainstreaming gender and disability issues.",0.404360577843321,n
