,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
425,732,"the marine fishing industry in kenya is characterized by under exploited resources, overfishing and artisan fishery. the current inshore fish production is slightly over 750 0 tonnes valued at kes 63 5 million, which is approximately 5 per cent of the total annual landings. though the countrys coast is located within the rich tuna belt in the south west indian ocean, production from off shore waters is not yet established because fleets of the distant waters fishing nations do not land, trans ship or declare catches on kenyan waters.",Agriculture Sectoral Development Strategy,12,78,en,"The marine fishing industry in kenya is characterized by under-exploited resources, overfishing and artisan fishery. The current inshore fish production is slightly over 7500 tonnes valued at kes 635 million, which is approximately 5 per cent of the total annual landings. Though the countrys coast is located within the rich tuna belt in the south-west indian ocean, production from off-shore waters is not yet established because fleets of the distant waters fishing nations do not land, trans-ship or declare catches on kenyan waters.",0.132063039002199,n
432,919,"for the riverine systems, restocking programmes and demarcation of fish sanctuaries and refugee sites shall be supported and protected.",Agriculture Sectoral Development Strategy,12,79,en,"For the riverine systems, restocking programmes and demarcation of fish sanctuaries and refugee sites shall be supported and protected.",0.058428203441677,n
497,356,"catchment degradation is causing increased run off, flash flooding, reduced infiltration, erosion and siltation, and is undermining the limited sustainable water resource base in the country. it has invariably affected surface water availability as rivers and reservoirs dry up. the main causes of degradation are poor farming methods, population pressure and cutting down forests for agricultural land and fuelwood. for example, sediment yields from the eyewash giro and tana rivers have increased 11 5 times since 197 0.",Agriculture Sectoral Development Strategy,12,93,en,"Catchment degradation is causing increased run-off, flash flooding, reduced infiltration, erosion and siltation, and is undermining the limited sustainable water resource base in the country. It has invariably affected surface water availability as rivers and reservoirs dry up. The main causes of degradation are poor farming methods, population pressure and cutting down forests for agricultural land and fuelwood. For example, sediment yields from the eyewash giro and tana rivers have increased 115 times since 1970.",0.13091536585712302,n
498,454,"over abstraction of surface water in some parts of the country, inappropriate land use practices, soil erosion in catchments and deterioration of riparian lands are causing flash floods and turbidity. siltation of water courses and storage facilities has led to serious degradation of the quantity and quality of water resources. poorly controlled discharge of effluent from industry and sewage outflows has also negatively affected the quality of water. the dramatic reduction in the depth of lake baring from over 1 5in 192 1 to an average of 1.8today, is due not only to reduced inflows but also to the increased sediment load from surrounding unprotected and degraded catchments.",Agriculture Sectoral Development Strategy,12,93,en,"Over-abstraction of surface water in some parts of the country, inappropriate land-use practices, soil erosion in catchments and deterioration of riparian lands are causing flash floods and turbidity. Siltation of water courses and storage facilities has led to serious degradation of the quantity and quality of water resources. Poorly controlled discharge of effluent from industry and sewage outflows has also negatively affected the quality of water. The dramatic reduction in the depth of lake baring from over 15in 1921 to an average of 1.8today, is due not only to reduced inflows but also to the increased sediment load from surrounding unprotected and degraded catchments.",0.115940023606446,n
504,557,"several factors affect the way land is used. in some parts of the country, high population densities and cultural practices of dividing land for inheritance have resulted in highly fragmented and uneconomical plots. in some of these areas, land scarcity and population pressure have led the poor to convert marginal lands such as floodplains and slopes into farmland. this has led to increased vulnerability and has aggravated environmental damage. consequently, the affected agrarian groups are barely able to meet their subsistence needs. in some parts of the country with low population density, certain cultural practices and other factors lead to idle or under utilized land. in addition, glaring disparities exist with regard to gender, with few women owning land.",Agriculture Sectoral Development Strategy,12,94,en,"Several factors affect the way land is used. In some parts of the country, high population densities and cultural practices of dividing land for inheritance have resulted in highly fragmented and uneconomical plots. In some of these areas, land scarcity and population pressure have led the poor to convert marginal lands such as floodplains and slopes into farmland. This has led to increased vulnerability and has aggravated environmental damage. Consequently, the affected agrarian groups are barely able to meet their subsistence needs. In some parts of the country with low population density, certain cultural practices and other factors lead to idle or under-utilized land. In addition, glaring disparities exist with regard to gender, with few women owning land.",0.14573853658220998,n
510,184,"accelerated land degradation and declining land productivity. in urban areas, proliferation of informal settlements, urban sprawl and encroachment into protected land remain key challenges. the escalation of desertification as a result of land degradation and climate change poses risks to the lives of people living in asals.",Agriculture Sectoral Development Strategy,12,96,en,"Accelerated land degradation and declining land productivity. In urban areas, proliferation of informal settlements, urban sprawl and encroachment into protected land remain key challenges. The escalation of desertification as a result of land degradation and climate change poses risks to the lives of people living in asals.",0.134545870835713,n
516,185,recorded insignificant drops to 9 2 per cent and 9 5 per cent respectively.,Agriculture Sectoral Development Strategy,12,97,en,Recorded insignificant drops to 92 per cent and 95 per cent respectively.,0.127559992984026,n
532,3112,"| hereby certify that the particulars given above are correct and true to the best of my knowledge and belief. | understand the that the charcoal licence may be suspended, varied, revoked or cancelled if any information given above is false, misleading, wrong or incomplete.",Charcoal Rules,12,10,en,"| hereby certify that the particulars given above are correct and true to the best of my knowledge and belief. | understand the that the charcoal licence may be suspended, varied, revoked or cancelled if any information given above is false, misleading, wrong or incomplete.",0.0794628986280576,n
537,1129,"we declare that the particulars and information supplied by emus herein are true, accurate and correct in every respect. owe understand clearly that discovery of any false information provided by emus will render this application invalid.",Charcoal Rules,12,2,en,"We declare that the particulars and information supplied by emus herein are true, accurate and correct in every respect. Owe understand clearly that discovery of any false information provided by emus will render this application invalid.",0.130546924920098,n
549,7110,"1 a licence issued under these regulations, shall unless earlier revoked, be valid for the period specified in the licence and where no such period is specified, the licence shall expire on the 31 st december of the year in which it is issued.",Charcoal Rules,12,5,en,"1 a licence issued under these regulations, shall unless earlier revoked, be valid for the period specified in the licence and where no such period is specified, the licence shall expire on the 31 ST december of the year in which it is issued.",0.07954970557491,n
552,12110,an application for the renewal of a licence shall be made at least one month before the expiry date of the existing licence.,Charcoal Rules,12,5,en,An application for the renewal of a licence shall be made at least one month before the expiry date of the existing licence.,0.138260923347578,n
553,1430,1 the service may suspend or revoke a licence issued under these regulations where the holder of a licence contravenes the conditions of the licence.,Charcoal Rules,12,5,en,1 the service may suspend or revoke a licence issued under these regulations where the holder of a licence contravenes the conditions of the licence.,0.0673270671640282,n
554,1524,"2 the service shall, upon its intention to suspend or revoke the licence under paragraph 1, notify the concerned party accordingly and give a fourteen days notice of revocation or cancellation thereof if the concerned party fails to fulfill such conditions as may be specified in the notice.",Charcoal Rules,12,5,en,"2 the service shall, upon its intention to suspend or revoke the licence under paragraph 1, notify the concerned party accordingly and give a fourteen days notice of revocation or cancellation thereof if the concerned party fails to fulfill such conditions as may be specified in the notice.",0.109784848306483,n
555,1621,3 the service may suspend or cancel a licence for charcoal production upon expiry of the notice period prescribed under paragraph 2 of this regulation.,Charcoal Rules,12,5,en,3 the service may suspend or cancel a licence for charcoal production upon expiry of the notice period prescribed under paragraph 2 of this regulation.,0.13233703134569802,n
556,1719,"4 whenever a licence issued is suspended or revoked, the licensee shall cease operations of the charcoal production that is the subject of the licence until the suspension is lifted or a new licence is issued by the service.",Charcoal Rules,12,5,en,"4 whenever a licence issued is suspended or revoked, the licensee shall cease operations of the charcoal production that is the subject of the licence until the suspension is lifted or a new licence is issued by the service.",0.0494656710231235,n
565,1815,"1 no person shall produce charcoal from endangered, threatened and protected plant species.",Charcoal Rules,12,6,en,"1 no person shall produce charcoal from endangered, threatened and protected plant species.",0.0576911868857422,n
566,1917,"2 the service shall publish, in the gazette, a list of endangered, threatened and protected plant species.",Charcoal Rules,12,6,en,"2 the service shall publish, in the gazette, a list of endangered, threatened and protected plant species.",0.0789987584230283,n
571,7210,6 any person who contravenes the provisions of this regulation shall be guilty of an offence.,Charcoal Rules,12,7,en,6 any person who contravenes the provisions of this regulation shall be guilty of an offence.,0.120310656248466,n
576,14210,"2 a licensee shall produce a licence or permit issued under these regulations to a forest officer, on demand.",Charcoal Rules,12,7,en,"2 a licensee shall produce a licence or permit issued under these regulations to a forest officer, on demand.",0.12252256785674302,n
578,11010,any person who contravenes the provisions of these regulations for which no specific penalty is provided commits an offence and is liable to a fine of not less than ten thousand shillings or an imprisonment for a term not exceeding three months.,Charcoal Rules,12,8,en,Any person who contravenes the provisions of these regulations for which no specific penalty is provided commits an offence and is liable to a fine of not less than ten thousand shillings or an imprisonment for a term not exceeding three months.,0.12104370672387,d
579,3510,"1 notwithstanding any other penalty prescribed under these regulations, the service may revoke the licence or permit of any person who is convicted of an offence under these regulations.",Charcoal Rules,12,8,en,"1 notwithstanding any other penalty prescribed under these regulations, the service may revoke the licence or permit of any person who is convicted of an offence under these regulations.",0.101477455709125,n
580,4410,"2 any person convicted of an offence under these regulations shall, unless the board in writing otherwise directs, stand disqualified from holding a licence or permit related to the provisions under which he has been convicted, for a period of one year from the time of conviction.",Charcoal Rules,12,8,en,"2 any person convicted of an offence under these regulations shall, unless the board in writing otherwise directs, stand disqualified from holding a licence or permit related to the provisions under which he has been convicted, for a period of one year from the time of conviction.",0.11577697376485901,n
581,5111,"3 the holder of any licence or permit which is cancelled pursuant to paragraph 1 of this regulation shall, within fourteen days from the date of conviction surrender the licence or permit to the service.",Charcoal Rules,12,8,en,"3 the holder of any licence or permit which is cancelled pursuant to paragraph 1 of this regulation shall, within fourteen days from the date of conviction surrender the licence or permit to the service.",0.0968893406525135,n
590,1432,"2 nothing in this act limits the application of the land act, 201 2 and any other law in relation to compulsory acquisition of land.",Community Land Act,12,10,en,"2 nothing in this act limits the application of the land act, 2012 and any other law in relation to compulsory acquisition of land.",0.145300005967443,n
599,459,"2 despite subsection 1, a separate title shall not be issued for such parcel.",Community Land Act,12,13,en,"2 despite subsection 1, a separate title shall not be issued for such parcel.",0.11635988496753501,n
605,2116,"6 a person who contravenes subsection 5 commits an offence and is liable, on conviction, to a fine not exceeding one hundred thousand shillings or imprisonment for a period not exceeding six months.",Community Land Act,12,15,en,"6 a person who contravenes subsection 5 commits an offence and is liable, on conviction, to a fine not exceeding one hundred thousand shillings or imprisonment for a period not exceeding six months.",0.0708828709949894,d
607,933,2 an area designated for special purposes under subsection 1 shall be used exclusively for the designated purposes.,Community Land Act,12,15,en,2 an area designated for special purposes under subsection 1 shall be used exclusively for the designated purposes.,0.136999046070565,n
611,1328,"4 a registered community shall not directly or indirectly discriminate against any member of the community on any ground including race, gender, marital status, ethnic or social origin, colour, age, disability, religion or culture.",Community Land Act,12,15,en,"4 a registered community shall not directly or indirectly discriminate against any member of the community on any ground including race, gender, marital status, ethnic or social origin, colour, age, disability, religion or culture.",0.0571648949614204,n
612,14211,"5 for the avoidance of doubt, every man or woman married to a member of the community shall gain automatic membership of the community and such membership shall subsist until the spouses legally divorce and the woman remarries or the woman remarries after the death of a spouse.",Community Land Act,12,15,en,"5 for the avoidance of doubt, every man or woman married to a member of the community shall gain automatic membership of the community and such membership shall subsist until the spouses legally divorce and the woman remarries or the woman remarries after the death of a spouse.",0.11589769568296401,n
620,2314,"2 any conversion which commenced before the promulgation of the constitution shall be deemed to have commenced under this act, while any conversion commenced after the promulgation of the constitution shall be null and void.",Community Land Act,12,17,en,"2 any conversion which commenced before the promulgation of the constitution shall be deemed to have commenced under this act, while any conversion commenced after the promulgation of the constitution shall be null and void.",0.100385853157642,n
647,6410,"2 the court may a confirm, set aside, amend or review the decision which is the subject of the appeal; ormake any order in connection therewith as it may deem fit.",Community Land Act,12,20,en,"2 the court may a confirm, set aside, amend or review the decision which is the subject of the appeal; ormake any order in connection therewith as it may deem fit.",0.136200340879127,n
649,9211,"4 4. a person convicted of an offence under this act for which no other penalty is provided shall be liable to a fine not exceeding five hundred thousand shillings or to imprisonment for a term not exceeding three years, or to both.",Community Land Act,12,20,en,"44. A person convicted of an offence under this act for which no other penalty is provided shall be liable to a fine not exceeding five hundred thousand shillings or to imprisonment for a term not exceeding three years, or to both.",0.0840230800786911,d
666,951,8procedure for recognition and adjudication of community land. 9community land registrar.,Community Land Act,12,23,en,8procedure for recognition and adjudication of community land. 9community land registrar.,0.137479611538846,n
667,1631,1 5functions and powers. part  of  land title 1 6 interest conferred by registration.,Community Land Act,12,23,en,15functions and powers. Part  of  land title 16 interest conferred by registration.,0.134936581092439,n
673,283,"enforceable by or against a former institution shall, by virtue of this paragraph, be transferred to, vested in, imposed on or enforceable by or against the registered community.",Community Land Act,12,26,en,"Enforceable by or against a former institution shall, by virtue of this paragraph, be transferred to, vested in, imposed on or enforceable by or against the registered community.",0.144267740846306,n
674,391,"4. on or after the appointed day, all actions, suits or legal proceedings whatsoever pending by or against the former institution shall be carried on or prosecuted by or against the registered community, and no such action, suit or legal proceedings shall in any manner abate or be prejudicially affected by the enactment of this act.",Community Land Act,12,26,en,"4. On or after the appointed day, all actions, suits or legal proceedings whatsoever pending by or against the former institution shall be carried on or prosecuted by or against the registered community, and no such action, suit or legal proceedings shall in any manner abate or be prejudicially affected by the enactment of this act.",0.123919092601996,n
678,791,8. nothing in this schedule shall be construed as giving exemption to the application of the provisions of article 6 34 of the constitution.,Community Land Act,12,26,en,8. Nothing in this schedule shall be construed as giving exemption to the application of the provisions of article 634 of the constitution.,0.132831533512451,n
680,481,2 9designation of other land use rights in community land. 3 0non discrimination.,Community Land Act,12,27,en,29designation of other land use rights in community land. 30non-discrimination.,0.0809063793300355,n
687,981,"5 the notice shall a contain the name of the community;state which land is to be adjudicated;invite all interested persons with overriding interests or any other claim on the land, to lodge their claims;specify an area or areas of land to be a community land registration unit; andbe for a period of sixty days.",Community Land Act,12,3,en,"5 the notice shall a contain the name of the community;state which land is to be adjudicated;invite all interested persons with overriding interests or any other claim on the land, to lodge their claims;specify an area or areas of land to be a community land registration unit; andbe for a period of sixty days.",0.11768656815332001,n
688,1271,7 a cadastral map of the land shall then be produced and presented to the registrar for registration.,Community Land Act,12,3,en,7 a cadastral map of the land shall then be produced and presented to the registrar for registration.,0.0990812223415855,n
702,9101,"1 0. 1 there shall be maintained for each registration unit, a community land register in accordance with section 8 of the land registration act, 201 2 in which shall contain a a cadastral map showing the extent of the community land and identified areas of common interest;the name of the registered community;a register of members of the registered community which shall be updated annually;such particulars of members of the registered community as the registrar may determine; and fan other requirement under this act.",Community Land Act,12,4,en,"10. 1 there shall be maintained for each registration unit, a community land register in accordance with section 8 of the land registration act, 2012 in which shall contain a a cadastral map showing the extent of the community land and identified areas of common interest;the name of the registered community;a register of members of the registered community which shall be updated annually;such particulars of members of the registered community as the registrar may determine; and fan other requirement under this act.",0.14800683084552999,n
706,2117,community land and delineation of boundaries; andperform any other function conferred by this act.,Community Land Act,12,5,en,Community land and delineation of boundaries; andperform any other function conferred by this act.,0.0299776461336532,n
715,11141,"ii non discrimination of any person on the basis of gender, disability, minority, culture or marital status.",Community Land Act,12,6,en,"Ii non-discrimination of any person on the basis of gender, disability, minority, culture or marital status.",0.0938559096403831,n
716,12121,"5 upon approval by the registered community, the registered community shall issue a certificate of customary right of use and occupancy in the prescribed form.",Community Land Act,12,6,en,"5 upon approval by the registered community, the registered community shall issue a certificate of customary right of use and occupancy in the prescribed form.",0.146734244965964,n
722,2131,"or person the leasehold interest described in the lease, together with all implied and express rights and privileges belonging or appurtenant thereto and subject to all implied or express agreements, liabilities or incidents of the lease.",Community Land Act,12,8,en,"Or person the leasehold interest described in the lease, together with all implied and express rights and privileges belonging or appurtenant thereto and subject to all implied or express agreements, liabilities or incidents of the lease.",0.129059494314277,n
723,5161,"1 7. 1 the rights of a registered community as proprietor, whether acquired on first registration or subsequently for valuable consideration or by an order of court, shall not be liable to be defeated except as provided in this act or any other written law, and shall be held on behalf of the community, together with all privileges and appurtenances belonging thereto, free from all other interests and claims whatsoever, but subject to a the leases, charges and other encumbrances and to the conditions and restrictions, if any, shown in the register; andsuch overriding interests as may affect the land and are declared by section 2 8 of the land registration act, 201 2 .",Community Land Act,12,8,en,"17. 1 the rights of a registered community as proprietor, whether acquired on first registration or subsequently for valuable consideration or by an order of court, shall not be liable to be defeated except as provided in this act or any other written law, and shall be held on behalf of the community, together with all privileges and appurtenances belonging thereto, free from all other interests and claims whatsoever, but subject to a the leases, charges and other encumbrances and to the conditions and restrictions, if any, shown in the register; andsuch overriding interests as may affect the land and are declared by section 28 of the land registration act, 2012 .",0.137577592167167,n
724,6131,2 nothing in this section shall be taken to relieve a registered community from any duty or obligation to which the registered community is subject to as a proprietor.,Community Land Act,12,8,en,2 nothing in this section shall be taken to relieve a registered community from any duty or obligation to which the registered community is subject to as a proprietor.,0.13303272311047,n
725,9121,"b where the certificate of title has been acquired illegally, procedural or through a corrupt scheme.",Community Land Act,12,8,en,"B where the certificate of title has been acquired illegally, procedural or through a corrupt scheme.",0.132658495740522,n
741,5212,north kenyan short grass plainswilliam's lark   ,Fifth Report to Conference of Parties,12,72,en,North kenyan short-grass plainswilliam's lark,0.0999748001009251,n
777,4213,2 the service shall register each community forest in accordance with regulations prescribed in accordance with this act.,Forest Conservation and Management Act,12,17,en,2 the service shall register each community forest in accordance with regulations prescribed in accordance with this act.,0.14894233420915,n
785,4312,"3 4. 1 any person may petition the national assembly or the senate, for the variation of boundaries of a public forest or the revocation of the registration of a public forest or a portion of a public forest.",Forest Conservation and Management Act,12,18,en,"34. 1 any person may petition the national assembly or the senate, for the variation of boundaries of a public forest or the revocation of the registration of a public forest or a portion of a public forest.",0.139334583055754,n
827,7410,"3 where any person enters into an agreement in accordance with sub section 1 of this section, the agreement shall be enforceable against such person or his successors in title, assignees or any or all other persons deriving title from him.",Forest Conservation and Management Act,12,24,en,"3 where any person enters into an agreement in accordance with sub-section 1 of this section, the agreement shall be enforceable against such person or his successors in title, assignees or any or all other persons deriving title from him.",0.147726579450272,n
829,472,h habitat for wildlife in terrestrial forests and fisheries in mangrove forests.,Forest Conservation and Management Act,12,25,en,H habitat for wildlife in terrestrial forests and fisheries in mangrove forests.,0.0711512461489091,n
835,1072,4 a person aggrieved by the decision of the service in relation to the application made in accordance with this may appeal to the environment and land court within sixty days of the decision.,Forest Conservation and Management Act,12,25,en,4 a person aggrieved by the decision of the service in relation to the application made in accordance with this may appeal to the environment and land court within sixty days of the decision.,0.123715498391694,n
852,1372,"2 subject to subsection 1, quarrying may be carried out in a public forest under the authority of a licence issued by the service and in accordance with any other relevant written law.",Forest Conservation and Management Act,12,28,en,"2 subject to subsection 1, quarrying may be carried out in a public forest under the authority of a licence issued by the service and in accordance with any other relevant written law.",0.148142622778702,n
853,1472,"3 a licence under subsection 2 shall not be issued unless the applicant has implemented safety measures to prevent injury to human beings, livestock and wildlife traversing the forest.",Forest Conservation and Management Act,12,28,en,"3 a licence under subsection 2 shall not be issued unless the applicant has implemented safety measures to prevent injury to human beings, livestock and wildlife traversing the forest.",0.0987900758069696,n
874,2151,notify the association at least thirty days before the management agreement is terminated or the user rightwithdrawn.,Forest Conservation and Management Act,12,33,en,Notify the association at least thirty days before the management agreement is terminated or the user rightwithdrawn.,0.147042983025561,n
883,4131,part  and  6 4prohibited activities in forests. 6 5counterfeiting or unlawful affixing of marks 6 6offences relating to quarrying. 6 7other offences.,Forest Conservation and Management Act,12,34,en,Part  and  64prohibited activities in forests. 65counterfeiting or unlawful affixing of marks 66offences relating to quarrying. 67other offences.,0.136201358202206,n
900,11114,"d where qualified to do so, administer oaths and take sworn testimony for the purposes of an investigation conducted under this act.",Forest Conservation and Management Act,12,38,en,"D where qualified to do so, administer oaths and take sworn testimony for the purposes of an investigation conducted under this act.",0.147679249164233,n
904,13113,"b under sub section 2aii or iii of, unless the officer concerned believes on reasonable grounds that the officer or any other person is in danger of grievous bodily harm, or that the officer cannot otherwise prevent the removal, or, as the case may be, effect the arrest.",Forest Conservation and Management Act,12,39,en,"B under sub-section 2aii or iii of, unless the officer concerned believes on reasonable grounds that the officer or any other person is in danger of grievous bodily harm, or that the officer cannot otherwise prevent the removal, or, as the case may be, effect the arrest.",0.149282221530763,n
907,3141,"3 any person who contravenes the provisions of section 61 shall be guilty of an offence and is liable on conviction to a fine not exceeding one million or to imprisonment for a term not exceeding three years, or to both such fine and imprisonment.",Forest Conservation and Management Act,12,41,en,"3 any person who contravenes the provisions of section 61 shall be guilty of an offence and is liable on conviction to a fine not exceeding one million or to imprisonment for a term not exceeding three years, or to both such fine and imprisonment.",0.0927979562977207,d
908,4151,"4 any person who contravenes the provisions of section 5 9 shall be guilty of an offence and shall be liable upon conviction to a fine not exceeding five million shillings or to imprisonment for a term not exceeding three years, or to both such fine and imprisonment.",Forest Conservation and Management Act,12,41,en,"4 any person who contravenes the provisions of section 59 shall be guilty of an offence and shall be liable upon conviction to a fine not exceeding five million shillings or to imprisonment for a term not exceeding three years, or to both such fine and imprisonment.",0.0981000885366883,d
910,2191,"imprisonment for a term not exceeding three years, or to both such fine and imprisonment.",Forest Conservation and Management Act,12,42,en,"Imprisonment for a term not exceeding three years, or to both such fine and imprisonment.",0.0797268903954564,d
911,3151,6 6. any person who contravenes the provisions of this act in relation to activities in forest areas relating to quarrying or re vegetation commits an offence and shall be liable on conviction to a fine not exceeding one million shillings or to imprisonment for a term not exceeding two years or to both such fine and imprisonment.,Forest Conservation and Management Act,12,42,en,66. Any person who contravenes the provisions of this act in relation to activities in forest areas relating to quarrying or re-vegetation commits an offence and shall be liable on conviction to a fine not exceeding one million shillings or to imprisonment for a term not exceeding two years or to both such fine and imprisonment.,0.130141020304127,d
912,11122,"6 7. 1 any person who a commits a breach of, or fails to comply with the provisions of this act;commits a breach of, or fails to comply with any of the terms or conditions of a licence issued to him or her under this act;fails to comply with a lawful requirement or demand made or given by a forest officer;obstructs a person in the execution of his or her+ . powers or duties under this act;makes or is found in possession of charcoal in a national, county or provisional forest; or in community forest, private forest or farmlands without a licence or permit of the owner as the case may be commits an offence and is liable on conviction to a fine not exceeding fifty thousand shillings or to imprisonment for a term not exceeding six months, or to both such fine and imprisonment. 2 any person who wilfully or maliciously sets fire to any public, provisional, community or private forest commits an offence and is liable on conviction to a fine not exceeding one hundred thousand shillings or to imprisonment for a term not less than one year, or to both such fine and imprisonment.",Forest Conservation and Management Act,12,42,en,"67. 1 any person who a commits a breach of, or fails to comply with the provisions of this act;commits a breach of, or fails to comply with any of the terms or conditions of a licence issued to him or her under this act;fails to comply with a lawful requirement or demand made or given by a forest officer;obstructs a person in the execution of his or her+ . Powers or duties under this act;makes or is found in possession of charcoal in a national, county or provisional forest; or in community forest, private forest or farmlands without a licence or permit of the owner as the case may be commits an offence and is liable on conviction to a fine not exceeding fifty thousand shillings or to imprisonment for a term not exceeding six months, or to both such fine and imprisonment. 2 any person who wilfully or maliciously sets fire to any public, provisional, community or private forest commits an offence and is liable on conviction to a fine not exceeding one hundred thousand shillings or to imprisonment for a term not less than one year, or to both such fine and imprisonment.",0.141318246588612,d
913,12132,"3 any person who operates a sawmill in a manner contrary to that prescribed in rules made under this act commits an offence and is liable on conviction to a fine not exceeding one million shillings or to imprisonment for a lepta nil exceeding three years, or to both such fine and imprisonment.",Forest Conservation and Management Act,12,42,en,"3 any person who operates a sawmill in a manner contrary to that prescribed in rules made under this act commits an offence and is liable on conviction to a fine not exceeding one million shillings or to imprisonment for a lepta nil exceeding three years, or to both such fine and imprisonment.",0.136273486793351,d
914,3161,"4 save under a licence or permit or a management agreement issued or entered into under this act, no person shall, in a forest capture or kill any animal, set or be in possession of any trap, snare, gin or net, or dig any pit, for the purpose of catching any animal, or use or be in possession of any poison or poisoned weapon provided that nothing in this sub paragraph shall be deemed to prohibit the capturing or killing of an animal in accordance with the conditions of a valid license or permit issued under the wildlife conservation and management act, 201 3.",Forest Conservation and Management Act,12,43,en,"4 save under a licence or permit or a management agreement issued or entered into under this act, no person shall, in a forest capture or kill any animal, set or be in possession of any trap, snare, gin or net, or dig any pit, for the purpose of catching any animal, or use or be in possession of any poison or poisoned weapon provided that nothing in this sub paragraph shall be deemed to prohibit the capturing or killing of an animal in accordance with the conditions of a valid license or permit issued under the wildlife conservation and management act, 2013.",0.11227932021165599,n
917,672,"7 neither the service nor the county government or any of their officers shall be liable for the injury, loss or death of any livestock so seized and detained under section 6 41 e.",Forest Conservation and Management Act,12,43,en,"7 neither the service nor the county government or any of their officers shall be liable for the injury, loss or death of any livestock so seized and detained under section 641 e.",0.102162465405681,n
918,1313,"6 8. 1 where a person is convicted of an offence of damaging, injuring or removing forest produce from any forest, the forest produce shall be forfeited to the owner.",Forest Conservation and Management Act,12,43,en,"68. 1 where a person is convicted of an offence of damaging, injuring or removing forest produce from any forest, the forest produce shall be forfeited to the owner.",0.120519099565013,n
920,8152,"provided, however, that expenses incurred as a result of keeping in custody anything seized or detained under this section shall be borne by the person whose property is seized or detained.",Forest Conservation and Management Act,12,44,en,"Provided, however, that expenses incurred as a result of keeping in custody anything seized or detained under this section shall be borne by the person whose property is seized or detained.",0.0707196887774113,n
923,2201,"term not exceeding three months, or to both such fine and imprisonment.",Forest Conservation and Management Act,12,46,en,"Term not exceeding three months, or to both such fine and imprisonment.",0.0694858426669793,d
958,11152,"e specify a date by which any such comments or objections are required to be received, not being a date earlier than 6 0 days after publication of the notice.",Forest Conservation and Management Act,12,53,en,"E specify a date by which any such comments or objections are required to be received, not being a date earlier than 60 days after publication of the notice.",0.134643728782974,n
963,2261,6 all appointments made under this section shall be in accordance with the provisions of the constitution.,Forest Conservation and Management Act,12,6,en,6 all appointments made under this section shall be in accordance with the provisions of the constitution.,0.12809884811066302,n
1001,1145,"parts of the country. however, the changes reductions are not very significant. most of the standard seasons also depict the same type of patterns in the highest daily rainfall values observed. thus far, there is an indication of relatively more intense rainfall occurring more frequently over the coastal strip and the northern parts of the country in the september  october november son and december  january february def seasons.",National Climate Responses Strategy,12,101,en,"Parts of the country. However, the changes reductions are not very significant. Most of the standard seasons also depict the same type of patterns in the highest daily rainfall values observed. Thus far, there is an indication of relatively more intense rainfall occurring more frequently over the coastal strip and the northern parts of the country in the septemberoctober-november son and decemberjanuary-february def seasons.",0.0831772988233178,n
1011,209, analysing of environmental consequences of shore protection and promotion of shore protection techniques.,National Climate Responses Strategy,12,104,en,Analysing of environmental consequences of shore protection and promotion of shore protection techniques.,0.132966860632429,n
1094,1083,national climate change response strategy nccrs and strategy are used interchangeably in the document,National Climate Responses Strategy,12,34,en,National climate change response strategy NCCRS and strategy are used interchangeably in the document,0.13154242776029199,n
1118,4103,"temperature and precipitation changes are the two climatic elements that have been widely studied globally to provide evidence of climate change. in kenya, the kenya meteorological department km has provided data of temperature and rainfall changes over the last fifty years.",National Climate Responses Strategy,12,45,en,"Temperature and precipitation changes are the two climatic elements that have been widely studied globally to provide evidence of climate change. In kenya, the kenya meteorological department KM has provided data of temperature and rainfall changes over the last fifty years.",0.12087722702269099,n
1119,973,"an analysis of both minimum t,,, and maximum temperatures t,,,, based on the standard seasons of december january  february djf, march april may mam, june july august java and september  october november son reveals that the rise in temperatures over the northern parts of the country is relatively higher than in other parts especially from october to february period. similarly, the decrease in minimum temperatures in the northern parts of the coastal strip is also relatively higher than in the southern parts of the coastal areas during the same period. lamu in the north coast shows a drop of 1c from a mean of 2 4.5c in the early 1960to 2 3.5c in the recent ten years, whereas mombasa in the south coast indicates a drop of about 0.3c from 2 3c in the early 1960to 2 2.7c in the recent ten years.",National Climate Responses Strategy,12,45,en,"An analysis of both minimum t,,, and maximum temperatures t,,,, based on the standard seasons of december-januaryfebruary djf, march-april-may mam, june-july-august java and septemberoctober-november son reveals that the rise in temperatures over the northern parts of the country is relatively higher than in other parts especially from october to february period. Similarly, the decrease in minimum temperatures in the northern parts of the coastal strip is also relatively higher than in the southern parts of the coastal areas during the same period. Lamu in the north coast shows a drop of 1c from a mean of 24.5c in the early 1960to 23.5c in the recent ten years, whereas mombasa in the south coast indicates a drop of about 0.3c from 23c in the early 1960to 22.7c in the recent ten years.",0.11243325651108801,n
