"","sentences","name","country","page","languages","legible","results"
"911","regional development authorities rads were formed with the overall objective of ensuring optimal exploitation of river basin resources for equitable, balanced and sustainable development within their areas of jurisdiction. there are six authorities coast development authority, eyewash giro north development authority, eyewash giro south development authority, rioter valley development authority, lake basin development authority, and tana and at hi rivers development authority.","Agriculture Sectoral Development Strategy","12","54","en","Regional development authorities rads were formed with the overall objective of ensuring optimal exploitation of river basin resources for equitable, balanced and sustainable development within their areas of jurisdiction. There are six authorities coast development authority, eyewash giro north development authority, eyewash giro south development authority, rioter valley development authority, lake basin development authority, and tana and at hi rivers development authority.",0.164258560713021
"1111","5.2 livestock subsector... cesses 5.2.1 challenges and constraints. 5.2.2 interventions...","Agriculture Sectoral Development Strategy","12","55","en","5.2 livestock subsector... Cesses 5.2.1 challenges and constraints. 5.2.2 interventions...",0.291488616816795
"241","over the last 5 years, the performance of the agricultural sector has been encouraging in a number of important commodities and enterprises, notably horticulture, tea, dairy and maize. the agricultural sector has been revived and is on a trajectory of further development. however, challenges remain in some commodities such as coffee, sugar and pyrethrum, and in exploiting the potential in livestock and fisheries. emerging constraints to agricultural growth also need to be addressed.","Agriculture Sectoral Development Strategy","12","56","en","Over the last 5 years, the performance of the agricultural sector has been encouraging in a number of important commodities and enterprises, notably horticulture, tea, dairy and maize. The agricultural sector has been revived and is on a trajectory of further development. However, challenges remain in some commodities such as coffee, sugar and pyrethrum, and in exploiting the potential in livestock and fisheries. Emerging constraints to agricultural growth also need to be addressed.",0.220158346343612
"333","challenges and constraints facing the sector vary with commodity and region. the effects of some of these challenges and constraints were accelerated by the worldwide food price crisis and its underlying drivers in 200 8. this strategy will address the following key constraints and challenges.","Agriculture Sectoral Development Strategy","12","56","en","Challenges and constraints facing the sector vary with commodity and region. The effects of some of these challenges and constraints were accelerated by the worldwide food price crisis and its underlying drivers in 2008. This strategy will address the following key constraints and challenges.",0.297872162677814
"532","inadequate budgetary allocation. insufficient budgetary allocation to the agricultural sector is a key constraint. in 200 3 under the maputo declaration, african heads of state committed to allocate 1 0 per cent of their annual budgets to the agricultural sector. kenya has not yet achieved this target; by 200 8, the sector was receiving 4.5 per cent of the budget. this insufficient allocation has reduced human resources and service delivery by government institutions. reduced effectiveness of extension services. the effectiveness of extension services declined over the last two decades due to use of inappropriate methods and a sharp reduction in operational budgets and human resources in the sector ministries. in particular, livestock extension in asals has been underfinanced. while much has been achieved in the last 5 years, inadequate financial and human resources continue to constrain the sector.","Agriculture Sectoral Development Strategy","12","56","en","Inadequate budgetary allocation. Insufficient budgetary allocation to the agricultural sector is a key constraint. In 2003 under the maputo declaration, african heads of state committed to allocate 10 per cent of their annual budgets to the agricultural sector. Kenya has not yet achieved this target; by 2008, the sector was receiving 4.5 per cent of the budget. This insufficient allocation has reduced human resources and service delivery by government institutions. Reduced effectiveness of extension services. The effectiveness of extension services declined over the last two decades due to use of inappropriate methods and a sharp reduction in operational budgets and human resources in the sector ministries. In particular, livestock extension in asals has been underfinanced. While much has been achieved in the last 5 years, inadequate financial and human resources continue to constrain the sector.",0.310695120201639
"631","low absorption of modern technology. although kenya has a well developed agricultural research system, use of modern science and technology in agricultural production is still limited. inadequate research extensionfarmer linkages to facilitate demand driven research and increased use of improved technologies continue to constrain efforts to increase agricultural productivity.","Agriculture Sectoral Development Strategy","12","56","en","Low absorption of modern technology. Although kenya has a well-developed agricultural research system, use of modern science and technology in agricultural production is still limited. Inadequate research-extensionfarmer linkages to facilitate demand-driven research and increased use of improved technologies continue to constrain efforts to increase agricultural productivity.",0.301521902317361
"719","high cost and increased adulteration of key inputs. the cost of key inputs such as seed, pesticides, fertilizer, drugs and vaccines is high for resource poor farmers. such high costs lead to low application and adulteration of inputs.","Agriculture Sectoral Development Strategy","12","56","en","High cost and increased adulteration of key inputs. The cost of key inputs such as seed, pesticides, fertilizer, drugs and vaccines is high for resource-poor farmers. Such high costs lead to low application and adulteration of inputs.",0.266279471589099
"154","are hard pressed to finance inputs and capital investment. a number of microfinance institutions are operating but they tend to increase the cost of credit, reach only a small proportion of smallholder farmers, and provide only short term credit. the formal banking system is just beginning to develop credit facilities particularly suited to smallscale farming.","Agriculture Sectoral Development Strategy","12","57","en","Are hard pressed to finance inputs and capital investment. A number of microfinance institutions are operating but they tend to increase the cost of credit, reach only a small proportion of smallholder farmers, and provide only short-term credit. The formal banking system is just beginning to develop credit facilities particularly suited to smallscale farming.",0.319385335588059
"242","preand post harvest crop losses. there have been high levels of waste due to pretend post harvest losses occasioned by pests and diseases, and lack of proper handling and storage facilities. smallholder farmers are unable to control pests and diseases due mainly to lack of information.","Agriculture Sectoral Development Strategy","12","57","en","Preand post-harvest crop losses. There have been high levels of waste due to pretend post-harvest losses occasioned by pests and diseases, and lack of proper handling and storage facilities. Smallholder farmers are unable to control pests and diseases due mainly to lack of information.",0.256175920285486
"334","heavy livestock losses to diseases and pests. livestock diseases and pests affect animal production and marketing and pose a threat to human health. specifically, they cause heavy losses through deaths, reduced productivity and loss of markets for products. the prevalence of transboundary diseases such as foot and mouth, chronic bovine pleuropneumonia, lumpy skin disease, trypanosomiasis, east coast fever, brucellosis, petites eds pests ruminants ppr, contagious caprice pleuropneumonia, rabies, newcastle disease, and gumbo disease continue to be a challenge. emerging and reemerging diseases that are also zoonotic like rift valley fever, avian flu and bovine tb need sustained surveillance.","Agriculture Sectoral Development Strategy","12","57","en","Heavy livestock losses to diseases and pests. Livestock diseases and pests affect animal production and marketing and pose a threat to human health. Specifically, they cause heavy losses through deaths, reduced productivity and loss of markets for products. The prevalence of transboundary diseases such as foot and mouth, chronic bovine pleuropneumonia, lumpy skin disease, trypanosomiasis, east coast fever, brucellosis, petites eds pests ruminants ppr, contagious caprice pleuropneumonia, rabies, newcastle disease, and gumbo disease continue to be a challenge. Emerging and reemerging diseases that are also zoonotic like rift valley fever, avian flu and bovine tb need sustained surveillance.",0.119506590356684
"435","low and declining soil fertility. the rising population density has contributed to the subdivision of land to uneconomically small units. in addition, the reduction of fallow periods and continuous cultivation have led to rapid depletion of soil nutrients, declining yields and environmental degradation.","Agriculture Sectoral Development Strategy","12","57","en","Low and declining soil fertility. The rising population density has contributed to the subdivision of land to uneconomically small units. In addition, the reduction of fallow periods and continuous cultivation have led to rapid depletion of soil nutrients, declining yields and environmental degradation.",0.125948874371744
"533","inappropriate legal and regulatory framework. while much has been achieved in the last 5 years, an outdated and fragmented legal and regulatory framework still remains a challenge to development in the agricultural sector.","Agriculture Sectoral Development Strategy","12","57","en","Inappropriate legal and regulatory framework. While much has been achieved in the last 5 years, an outdated and fragmented legal and regulatory framework still remains a challenge to development in the agricultural sector.",0.315574099733854
"632","lack of coherent land policy. there is no comprehensive land policy covering use and administration, tenure and security, and delivery systems of land. this has resulted in low investment in land development, underutilization of productive land and lack of access to land.","Agriculture Sectoral Development Strategy","12","57","en","Lack of coherent land policy. There is no comprehensive land policy covering use and administration, tenure and security, and delivery systems of land. This has resulted in low investment in land development, underutilization of productive land and lack of access to land.",0.365446489793006
"720","inadequate disaster preparedness and response. there is low preparedness, response capacity and coping mechanisms in the event of disasters such as drought, floods, fires, diseases and pests. early warning and response systems need to be strengthened and widened.","Agriculture Sectoral Development Strategy","12","57","en","Inadequate disaster preparedness and response. There is low preparedness, response capacity and coping mechanisms in the event of disasters such as drought, floods, fires, diseases and pests. Early warning and response systems need to be strengthened and widened.",0.193912522656759
"814","multiple taxes. as they transport or market their farm produce, farmers have been subjected to multiple taxes from local authorities and government departments. this has contributed to reduced net farm income and created distortions in marketing structures without necessarily improving the services that these authorities are supposed to deliver.","Agriculture Sectoral Development Strategy","12","57","en","Multiple taxes. As they transport or market their farm produce, farmers have been subjected to multiple taxes from local authorities and government departments. This has contributed to reduced net farm income and created distortions in marketing structures without necessarily improving the services that these authorities are supposed to deliver.",0.380207532777569
"155","weak surveillance on offshore fishing. the weak capacity to effectively monitor and enforce compliance and regulations governing the exploitation of offshore territorial waters has limited kenyas ability to fully exploit the offshore fishing potential.","Agriculture Sectoral Development Strategy","12","58","en","Weak surveillance on offshore fishing. The weak capacity to effectively monitor and enforce compliance and regulations governing the exploitation of offshore territorial waters has limited kenyas ability to fully exploit the offshore fishing potential.",0.270912490243329
"243","inadequate infrastructure. poor rural roads and other key physical infrastructure have led to high transportation costs for agricultural inputs and products. this has reduced farmers ability to compete. in addition, electricity in rural areas is often not available or is expensive, leading to reduced investment especially in cold storage facilities, irrigation and processing of farm produce.","Agriculture Sectoral Development Strategy","12","58","en","Inadequate infrastructure. Poor rural roads and other key physical infrastructure have led to high transportation costs for agricultural inputs and products. This has reduced farmers ability to compete. In addition, electricity in rural areas is often not available or is expensive, leading to reduced investment especially in cold storage facilities, irrigation and processing of farm produce.",0.2951492609501
"335","insufficient water storage infrastructure. the high variability of floods and droughts is likely to increase with global climate change. water harvesting and storage infrastructure need to be expanded to store the run off for livestock watering points, irrigated agriculture and fish farming.","Agriculture Sectoral Development Strategy","12","58","en","Insufficient water storage infrastructure. The high variability of floods and droughts is likely to increase with global climate change. Water harvesting and storage infrastructure need to be expanded to store the run-off for livestock watering points, irrigated agriculture and fish farming.",0.17504983988779
"436","inadequate storage and processing facilities. inadequate storage facilities constrain marketability of perishable goods such as fish, dairy products, beef and vegetables. lack of fish processing facilities close to lake victoria and the coastal area mombasa has limited the extent of exploiting fish resources.","Agriculture Sectoral Development Strategy","12","58","en","Inadequate storage and processing facilities. Inadequate storage facilities constrain marketability of perishable goods such as fish, dairy products, beef and vegetables. Lack of fish-processing facilities close to lake victoria and the coastal area mombasa has limited the extent of exploiting fish resources.",0.213548623249169
"534","inadequate markets and marketing infrastructure. while kenyas agriculture is better developed than that of most countries in sub saharan africa, the domestic market is too poorly organized to take advantage of the regional market. the local marketing information system has recently been established but has not been well utilized.","Agriculture Sectoral Development Strategy","12","58","en","Inadequate markets and marketing infrastructure. While kenyas agriculture is better developed than that of most countries in sub-saharan africa, the domestic market is too poorly organized to take advantage of the regional market. The local marketing information system has recently been established but has not been well utilized.",0.277773691528345
"633","increasing incidence of hiv and aids, malaria, water borne and zoonotic diseases. the rapid spread of these diseases and corresponding deaths have resulted in the loss of productive agricultural personnel and of the manual labour force with sustained farming knowledge, and have resulted in diversion of resources to treat these diseases.","Agriculture Sectoral Development Strategy","12","58","en","Increasing incidence of hiv and aids, malaria, water-borne and zoonotic diseases. The rapid spread of these diseases and corresponding deaths have resulted in the loss of productive agricultural personnel and of the manual labour force with sustained farming knowledge, and have resulted in diversion of resources to treat these diseases.",0.175490682422733
"721","in spite of the many challenges and constraints limiting agricultural growth in kenya, many opportunities and advantages exist that can be exploited to build a robust and dynamic agricultural sector.","Agriculture Sectoral Development Strategy","12","58","en","In spite of the many challenges and constraints limiting agricultural growth in kenya, many opportunities and advantages exist that can be exploited to build a robust and dynamic agricultural sector.",0.297454094968375
"815","abundant human resources. kenya is endowed with a massive but underused human resource capacity. primary, secondary and post secondary education has expanded and produces thousands of graduates each year. this resource can be used to change the face of agriculture if young people, from primary to university level, are to be attracted to agriculture as a career. the human resource can be used in training and research to develop new and relevant technologies, and to create and expand agribusinesses.","Agriculture Sectoral Development Strategy","12","58","en","Abundant human resources. Kenya is endowed with a massive but underused human resource capacity. Primary, secondary and post-secondary education has expanded and produces thousands of graduates each year. This resource can be used to change the face of agriculture if young people, from primary to university level, are to be attracted to agriculture as a career. The human resource can be used in training and research to develop new and relevant technologies, and to create and expand agribusinesses.",0.29060747394591
"156","expanding markets for traditional products like maize and other cereals, beef and dairy products, tea, coffee and pyre thrum exist. global demand for horticultural products, and emerging livestock such as ostrich, guinea fowl, crocodile, frogs and butterflies, gum arabic, and emerging crops such as assorted resins and essential oils, and aloe remain underexploited. vast opportunities are opening up in the production of biofuels from sugar cane, maize, millet, sorghum, atrophy and other oil bearing seeds.","Agriculture Sectoral Development Strategy","12","59","en","Expanding markets for traditional products like maize and other cereals, beef and dairy products, tea, coffee and pyre thrum exist. Global demand for horticultural products, and emerging livestock such as ostrich, guinea fowl, crocodile, frogs and butterflies, gum arabic, and emerging crops such as assorted resins and essential oils, and aloe remain underexploited. Vast opportunities are opening up in the production of biofuels from sugar cane, maize, millet, sorghum, atrophy and other oil-bearing seeds.",0.123753011776475
"336","potential for increasing production. not much effort has been put to increasing production of traditional commodities in kenya. agricultural productivity can be increased in multiples through better use of unused land in traditional farming areas, and through irrigated agriculture. the vast livestock potential in the arid and semi arid areas that cover 8 0 per cent of the country remains untapped as does the fisheries potential of the exclusive economic zone in the indian ocean, and of fish farming in the highlands vast irrigation potential. kenyas irrigation potential is estimated at 54 0,00 0 ha of which only about 10 5,00 0 ha is exploited. the potential for exploiting irrigation can be expanded by 1 million ha by developing the tana and at hi basins. lake victoria has a 25 3 km shoreline in kenya that is basically unused despite the huge irrigation potential.","Agriculture Sectoral Development Strategy","12","59","en","Potential for increasing production. Not much effort has been put to increasing production of traditional commodities in kenya. Agricultural productivity can be increased in multiples through better use of unused land in traditional farming areas, and through irrigated agriculture. The vast livestock potential in the arid and semi-arid areas that cover 80 per cent of the country remains untapped as does the fisheries potential of the exclusive economic zone in the indian ocean, and of fish farming in the highlands vast irrigation potential. Kenyas irrigation potential is estimated at 540,000 ha of which only about 105,000 ha is exploited. The potential for exploiting irrigation can be expanded by 1 million ha by developing the tana and at hi basins. Lake victoria has a 253-km shoreline in kenya that is basically unused despite the huge irrigation potential.",0.192909709428309
"437","potential for increasing yields. yields of crops and livestock are far below their optimum. yields of maize, sugar and dairy are one tenth of global potential. tripling national average yields of major crop and livestock production systems in the country is easily achievable.","Agriculture Sectoral Development Strategy","12","59","en","Potential for increasing yields. Yields of crops and livestock are far below their optimum. Yields of maize, sugar and dairy are one-tenth of global potential. Tripling national average yields of major crop and livestock production systems in the country is easily achievable.",0.103531522721929
"535","value addition. value addition includes processing, branding, quality certification and accreditation, as well as farm level quality improvements that the market values. it is estimated that 9 1 per cent of total agricultural exports are in raw or semi processed form. thus, the country loses billions in earnings by not adding value to its produce. potential for adding value to products such as tea, coffee, pyrethrum, hides and skins, milk and beef, fruits and vegetables remains largely untapped.","Agriculture Sectoral Development Strategy","12","59","en","Value addition. Value addition includes processing, branding, quality certification and accreditation, as well as farm-level quality improvements that the market values. It is estimated that 91 per cent of total agricultural exports are in raw or semi-processed form. Thus, the country loses billions in earnings by not adding value to its produce. Potential for adding value to products such as tea, coffee, pyrethrum, hides and skins, milk and beef, fruits and vegetables remains largely untapped.",0.157652012968457
"244","e extending the area under sustainable land management and reliable water control systems  increasing market access through improved rural infrastructureincreasing food supply and reducing hunger by increasing smallholder productivityimproving agricultural research and systems to disseminate appropriate technologies.","Agriculture Sectoral Development Strategy","12","6","en","E extending the area under sustainable land management and reliable water control systems  increasing market access through improved rural infrastructureincreasing food supply and reducing hunger by increasing smallholder productivityimproving agricultural research and systems to disseminate appropriate technologies.",0.272222190897889
"634","as the government decentralizes decision making to stakeholders, the local level governance and development structures legs will eventually become more involved in managing development activities at community level. legs will, through appropriate participatory methodologies, determine the priority development aspirations and initiatives of their communities and lead in their implementation. towards this effort, appropriate mechanisms will be developed and operationalized to facilitate increased participation of legs in fiscal responsibilities including sourcing, and accounting and auditing of local resources, taxes and grants provided by the government and donors.","Agriculture Sectoral Development Strategy","12","6","en","As the government decentralizes decision-making to stakeholders, the local-level governance and development structures legs will eventually become more involved in managing development activities at community level. Legs will, through appropriate participatory methodologies, determine the priority development aspirations and initiatives of their communities and lead in their implementation. Towards this effort, appropriate mechanisms will be developed and operationalized to facilitate increased participation of legs in fiscal responsibilities including sourcing, and accounting and auditing of local resources, taxes and grants provided by the government and donors.",0.335034957585551
"816","farmer organizations include cooperatives societies, farmer unions and federations, commodity associations, enterprise based groups and community based organizations. these organizations are important economic entities established to enhance farmer representation, to lobby for and advocate on their behalf at various levels, and to make farmer needs and demands known to service providers. these organizations need information on issues affecting the agricultural sector that have an impact on the livelihood of farmers. articulating demands and the requisite interventions to shape the policy environment have been the key challenges these organizations are facing. capacity building is therefore required.","Agriculture Sectoral Development Strategy","12","6","en","Farmer organizations include cooperatives societies, farmer unions and federations, commodity associations, enterprise-based groups and community-based organizations. These organizations are important economic entities established to enhance farmer representation, to lobby for and advocate on their behalf at various levels, and to make farmer needs and demands known to service providers. These organizations need information on issues affecting the agricultural sector that have an impact on the livelihood of farmers. Articulating demands and the requisite interventions to shape the policy environment have been the key challenges these organizations are facing. Capacity building is therefore required.",0.350268284915007
"912","representation occurs at various levels as does demand for precise information on relevant issues. effective management strategies shall be put in place to enable these organizations play a key role in empowering farmers and allow them to benefit from economies of scale. this strategy will seek to enhance farmers capacity to organize, generate and use resources more effectively.","Agriculture Sectoral Development Strategy","12","6","en","Representation occurs at various levels as does demand for precise information on relevant issues. Effective management strategies shall be put in place to enable these organizations play a key role in empowering farmers and allow them to benefit from economies of scale. This strategy will seek to enhance farmers capacity to organize, generate and use resources more effectively.",0.331240838650264
"536"," develop and implement land reforms and an agricultural land use master plan improve environmental management  strengthen institutional frameworks for coordinating development in northern kenya and other arid lands  improve food security and nutrition the agricultural sector is still the backbone of kenyas economy and the means of livelihood for most of the rural population. inevitably, it is the key to food security and poverty reduction.","Agriculture Sectoral Development Strategy","12","60","en","Develop and implement land reforms and an agricultural land-use master plan improve environmental management  strengthen institutional frameworks for coordinating development in northern kenya and other arid lands  improve food security and nutrition the agricultural sector is still the backbone of kenyas economy and the means of livelihood for most of the rural population. Inevitably, it is the key to food security and poverty reduction.",0.314295209749801
"635","the agricultural sectors vision is a food secure and prosperous nation.","Agriculture Sectoral Development Strategy","12","60","en","The agricultural sectors vision is a food-secure and prosperous nation.",0.136377736691506
"722","its overall goal to achieve an average growth rate of 7 per cent per year over the next 5 years.","Agriculture Sectoral Development Strategy","12","60","en","Its overall goal to achieve an average growth rate of 7 per cent per year over the next 5 years.",0.0382868603890293
"1112","these thrusts will require critical inputs and support from enabling sectors and factors such as a conducive macro economic environment, security, infrastructure, education and social development. to deliver the vision of the agricultural sector, institutional reforms and better coordination will be critical.","Agriculture Sectoral Development Strategy","12","60","en","These thrusts will require critical inputs and support from enabling sectors and factors such as a conducive macro-economic environment, security, infrastructure, education and social development. To deliver the vision of the agricultural sector, institutional reforms and better coordination will be critical.",0.414600661043052
"1523"," increased contribution of agriculture to the gdp by more than kes 8 0 billion per year as set out in vision 203 0","Agriculture Sectoral Development Strategy","12","60","en","Increased contribution of agriculture to the GDP by more than kes 80 billion per year as set out in vision 2030",0.124871381887045
"171"," reformed and streamlined agricultural service institutions such as research, extension and regulatory bodies to make them effective and efficient.","Agriculture Sectoral Development Strategy","12","60","en","Reformed and streamlined agricultural service institutions such as research, extension and regulatory bodies to make them effective and efficient.",0.340381674001488
"157","the strategic thrust on increased productivity, commercialization and competitiveness of agricultural commodities will enable the agricultural sector to export more outputs and in turn earn the country foreign exchange and create employment. experience has shown that where agriculture is led by technology, poverty alleviation and food security can be achieved. promoting agricultural growth and development, however, must be done in a manner that does not damage the environment.","Agriculture Sectoral Development Strategy","12","61","en","The strategic thrust on increased productivity, commercialization and competitiveness of agricultural commodities will enable the agricultural sector to export more outputs and in turn earn the country foreign exchange and create employment. Experience has shown that where agriculture is led by technology, poverty alleviation and food security can be achieved. Promoting agricultural growth and development, however, must be done in a manner that does not damage the environment.",0.320912985526097
"337","the crops and land development subsector is predominantly characterized by small scale farming, mainly in the high potential areas. small scale farming in kenya accounts for 7 5 per cent of the total agricultural output and 7 0 per cent of marketed agricultural produce. small scale farmers produce over 7 0 per cent of maize, 6 5 per cent of coffee, 5 0 per cent of tea, 6 5 per cent of sugar, and almost 10 0 per cent of the other crops. production is carried out on farms ranging in size from 0.2 to 3 ha, for subsistence and commercial purposes. currently, the use of improved inputs such as hybrid seed, fertilizer and pesticides or machinery is low. increased productivity is possible in smallholder farming, but it will require concerted efforts to encourage farmers to adopt modern farming practices.","Agriculture Sectoral Development Strategy","12","61","en","The crops and land development subsector is predominantly characterized by small-scale farming, mainly in the high-potential areas. Small-scale farming in kenya accounts for 75 per cent of the total agricultural output and 70 per cent of marketed agricultural produce. Small-scale farmers produce over 70 per cent of maize, 65 per cent of coffee, 50 per cent of tea, 65 per cent of sugar, and almost 100 per cent of the other crops. Production is carried out on farms ranging in size from 0.2 to 3 ha, for subsistence and commercial purposes. Currently, the use of improved inputs such as hybrid seed, fertilizer and pesticides or machinery is low. Increased productivity is possible in smallholder farming, but it will require concerted efforts to encourage farmers to adopt modern farming practices.",0.213052408167615
"438","large scale farming is practised on farms averaging 5 0 ha. it accounts for 3 0 per cent of marketed agricultural produce. large scale farmers mainly grow tea, coffee, horticultural crops, maize and wheat. sustained high use of inputs and better management have ensured that these farmers have higher yields than their small scale counterparts.","Agriculture Sectoral Development Strategy","12","61","en","Large-scale farming is practised on farms averaging 50 ha. It accounts for 30 per cent of marketed agricultural produce. Large-scale farmers mainly grow tea, coffee, horticultural crops, maize and wheat. Sustained high use of inputs and better management have ensured that these farmers have higher yields than their small-scale counterparts.",0.158359379893263
"537","great potential exists in the crops and land development subsector to realize high quality crop production. the subsector will strive to improve and sustain the agricultural resource base, increase capacity for production, improve delivery of extension services, and support technology development and transfer to achieve the full potential in agricultural production.","Agriculture Sectoral Development Strategy","12","61","en","Great potential exists in the crops and land development subsector to realize high quality crop production. The subsector will strive to improve and sustain the agricultural resource base, increase capacity for production, improve delivery of extension services, and support technology development and transfer to achieve the full potential in agricultural production.",0.329888327266511
"636","there has been a general increase in both production and productivity for most food crops, except for some legumes and tuber crops. this is attributed to the expansion of area under production and the introduction of high yielding varieties. while most industrial crops recorded a gradual increase in total production, their overall mean yield productivity has declined drastically over the years due to various factors ranging from inadequate use of inputs, inappropriate agricultural practices to natural calamities. to raise production and productivity, the prevailing constraints must be addressed. although the total production and productivity for horticultural crops has been rising since independence, the gap between the current levels and the mean potential is still considerable.","Agriculture Sectoral Development Strategy","12","61","en","There has been a general increase in both production and productivity for most food crops, except for some legumes and tuber crops. This is attributed to the expansion of area under production and the introduction of high-yielding varieties. While most industrial crops recorded a gradual increase in total production, their overall mean yield productivity has declined drastically over the years due to various factors ranging from inadequate use of inputs, inappropriate agricultural practices to natural calamities. To raise production and productivity, the prevailing constraints must be addressed. Although the total production and productivity for horticultural crops has been rising since independence, the gap between the current levels and the mean potential is still considerable.",0.215139017345113
"105","the productivity and competitiveness of the crops and land development subsector have been challenged and constrained by inappropriate policy and legal framework that are not fully supportive of private sector led agricultural development in a liberalized economic environment insufficient and poorly maintained transport and market infrastructure for handling food products in urban and rural areas resulting in high levels of waste and spoilage low agricultural output and productivity resulting from low adoption of appropriate technologies such as high yielding crop varieties, inadequate application of fertilizer and manure, inefficient tillage and cultivation methods, and high cost of inputs and productive resources such as credit and irrigation infrastructure poor performance of research and extension systems due to low government investment, restrictions on staff recruitment, and weak research extension linkages inappropriate land use practices and environmental policies that have encouraged land fragmentation, extension of urban development into agricultural land, retention of idle land, cultivation of river banks, deforestation and encroachment into catchment areas and wetlands weak institutional framework, which leads to poor coordination of the various actors following liberalization of service delivery poor access to agricultural information and technologies leading to low output, limited access to markets and narrow market destinations for various commodities the country is capable of producing poor access to credit by producers in spite of a well developed financial sector weak institutional capacity attributed to deficiencies in determining training needs and in monitoring and evaluating training undertaken, as well as high turnover of senior personnel, which lead to loss of institutional memory and change of priorities.","Agriculture Sectoral Development Strategy","12","62","en","The productivity and competitiveness of the crops and land development subsector have been challenged and constrained by inappropriate policy and legal framework that are not fully supportive of private sector-led agricultural development in a liberalized economic environment insufficient and poorly maintained transport and market infrastructure for handling food products in urban and rural areas resulting in high levels of waste and spoilage low agricultural output and productivity resulting from low adoption of appropriate technologies such as high-yielding crop varieties, inadequate application of fertilizer and manure, inefficient tillage and cultivation methods, and high cost of inputs and productive resources such as credit and irrigation infrastructure poor performance of research and extension systems due to low government investment, restrictions on staff recruitment, and weak research extension linkages inappropriate land-use practices and environmental policies that have encouraged land fragmentation, extension of urban development into agricultural land, retention of idle land, cultivation of river banks, deforestation and encroachment into catchment areas and wetlands weak institutional framework, which leads to poor coordination of the various actors following liberalization of service delivery poor access to agricultural information and technologies leading to low output, limited access to markets and narrow market destinations for various commodities the country is capable of producing poor access to credit by producers in spite of a well-developed financial sector weak institutional capacity attributed to deficiencies in determining training needs and in monitoring and evaluating training undertaken, as well as high turnover of senior personnel, which lead to loss of institutional memory and change of priorities.",0.395921847358881
"439"," enhancing farmer access to affordable inputs and creditenhancing institutional efficiency and effectiveness in implementation and service delivery the current policy environment is not supportive of private sector led agricultural development. multiple and complex laws and regulations have evolved in the agricultural sector, which do not allow for investment in a liberalized economic environment. appropriate policies should provide for the changed role of government as a facilitator and regulator of agricultural activities.","Agriculture Sectoral Development Strategy","12","63","en","Enhancing farmer access to affordable inputs and creditenhancing institutional efficiency and effectiveness in implementation and service delivery the current policy environment is not supportive of private sector-led agricultural development. Multiple and complex laws and regulations have evolved in the agricultural sector, which do not allow for investment in a liberalized economic environment. Appropriate policies should provide for the changed role of government as a facilitator and regulator of agricultural activities.",0.377711507739734
"538","the current tax structure is a disincentive to agricultural development. agriculture faces many taxes and levies at the farm gate and within marketing distribution channels. a rationalized taxation system is needed in agriculture to create a favourable climate for production and for marketing produce.","Agriculture Sectoral Development Strategy","12","63","en","The current tax structure is a disincentive to agricultural development. Agriculture faces many taxes and levies at the farm gate and within marketing distribution channels. A rationalized taxation system is needed in agriculture to create a favourable climate for production and for marketing produce.",0.416613929761558
"637","priorities set by policy will seek to promote a competitive agricultural sector and develop diversified products and market outlets. the sector will review and harmonize existing policies and create a new policy framework to transform it. the ongoing review of all laws and regulations governing its operations will be completed to create a favourable environment for development.","Agriculture Sectoral Development Strategy","12","63","en","Priorities set by policy will seek to promote a competitive agricultural sector and develop diversified products and market outlets. The sector will review and harmonize existing policies and create a new policy framework to transform it. The ongoing review of all laws and regulations governing its operations will be completed to create a favourable environment for development.",0.331415515684288
"723","it is government policy to divest from commercial operations. regulatory institutions with a dual mandate will be reformed. the development mandate of these institutions will be turned over to the private sector, including farmer apex organizations. other commercial public institutions will be assessed on the basis of the core functions of the subsector. research institutions fall under this category. institutions, especially those with a commercial mandate, will be commercialized or privatized depending on the degree to which they contribute to service delivery in the subsector.","Agriculture Sectoral Development Strategy","12","63","en","It is government policy to divest from commercial operations. Regulatory institutions with a dual mandate will be reformed. The development mandate of these institutions will be turned over to the private sector, including farmer apex organizations. Other commercial public institutions will be assessed on the basis of the core functions of the subsector. Research institutions fall under this category. Institutions, especially those with a commercial mandate, will be commercialized or privatized depending on the degree to which they contribute to service delivery in the subsector.",0.283439772288801
"817","plant protection and quality assurance services are crucial in increasing productivity and reducing losses along the production trade chains, and in promoting exports. the prevalence of disease outbreaks and incidents of major pests have limited the use of large portions of fertile land for agriculture, increased costs and losses, and prevented trade in plant products. further, pollution of the environment, misuse and adulteration of agrochemicals and seed are becoming serious concerns for government and the public.","Agriculture Sectoral Development Strategy","12","63","en","Plant protection and quality assurance services are crucial in increasing productivity and reducing losses along the production trade chains, and in promoting exports. The prevalence of disease outbreaks and incidents of major pests have limited the use of large portions of fertile land for agriculture, increased costs and losses, and prevented trade in plant products. Further, pollution of the environment, misuse and adulteration of agrochemicals and seed are becoming serious concerns for government and the public.",0.265412217920551
