index,type,text,relevance
3589,Organization,national assembly,0.978348
3590,Organization,national assembly,0.978348
3591,Organization,national assembly,0.978348
3592,Organization,national assembly,0.978348
3593,Organization,national assembly,0.978348
3594,Organization,national assembly,0.9999
3595,Organization,national assembly,0.978348
3596,Organization,national assembly,0.9999
3597,Organization,national assembly,0.978348
3598,Organization,national assembly,0.978348
3599,Organization,national assembly,0.978348
3600,Organization,parliament,0.978348
3601,Organization,national assembly,0.958279
3601,Organization,parliament,0.403566
3601,Organization,government,0.33597
3603,Organization,national assembly,0.9999
3604,Organization,national assembly,0.978348
3605,Organization,national assembly,0.9999
3606,Organization,national assembly,0.978348
3607,Organization,national assembly,0.993399
3607,Organization,parliament,0.007568
3609,Organization,national assembly,0.9999
3610,Organization,parliament,0.963296
3610,Organization,national assembly,0.10931
3611,Organization,national assembly,0.958279
3611,Location,malawi,0.440753
3611,Organization,electoral commission,0.104306
3612,Organization,national assembly,0.978348
3613,Organization,national assembly,0.993399
3613,Location,malawi,0.504781
3614,Organization,national assembly,0.978348
3615,Organization,national assembly,0.9999
3616,Organization,national assembly,0.9999
3617,Organization,national assembly,0.963296
3617,Organization,electoral commission,0.677651
3617,Quantity,seven days,0.315618
3617,Quantity,two days,0.033081
3618,Quantity,forty-five days,0.968313
3618,Organization,national assembly,0.7051
3618,Quantity,one day,0.144332
3619,Organization,national assembly,0.9999
3620,Organization,national assembly,0.9999
3621,Quantity,twenty-one days,0.978348
3622,Organization,national assembly,0.978348
3622,Quantity,twenty-one days,0.257263
3623,Organization,national assembly,0.958279
3623,Quantity,twenty-one days,0.84546
3623,Quantity,three months,0.396607
3624,Quantity,twenty-one days,0.978348
3625,PrintMedia,gazette,0.978348
3626,PrintMedia,gazette,0.963296
3626,PrintMedia,the gazette,0.068677
3627,Organization,electoral commission,0.963296
3627,Organization,judicial service commission,0.919312
3628,Organization,electoral commission,0.978348
3629,Organization,electoral commission,0.978348
3630,Organization,electoral commission,0.978348
3631,Organization,electoral commission,0.978348
3632,Organization,electoral commission,0.978348
3634,Organization,parliament,0.978348
3637,Location,malawi,0.978348
3639,Organization,national assembly,0.978348
3644,Quantity,thirty-five years,0.95577
3644,Location,malawi,0.793701
3644,Quantity,seven years,0.566005
3644,Organization,parliament,0.436713
3645,Quantity,thirty days,0.978348
3648,Quantity,five years,0.978348
3652,Quantity,twelve months,0.978348
3653,Organization,cabinet,0.958279
3653,Quantity,sixty days,0.692824
3653,Quantity,four years,0.40956
3655,Organization,national assembly,0.9999
3658,Organization,national assembly,0.9999
3658,Quantity,thirty days,0.3386
3658,Quantity,twelve months,0.077874
3659,Organization,cabinet,0.978348
3663,Organization,cabinet,0.978348
3664,Organization,cabinet,0.978348
3665,Organization,cabinet,0.978348
3665,Quantity,three months,0.465015
3665,Organization,national assembly,0.317978
3666,Organization,cabinet,0.978348
3669,Organization,national assembly,0.978348
3670,Organization,parliament,0.978348
3671,Organization,cabinet,0.978348
3678,Organization,cabinet,0.978348
3679,Organization,cabinet,0.9999
3681,Organization,cabinet,0.978348
3682,Quantity,seven years,0.968313
3682,Location,malawi,0.801611
3682,Organization,parliament,0.008502
3687,Organization,government,0.978348
3689,Quantity,five years,0.978348
3693,Person,andshall,0.958279
3693,Organization,national assembly,0.356787
3693,Quantity,ten days,0.312812
3697,Organization,legal affairs committee of parliament,0.978348
3698,Quantity,five years,0.978348
3701,Organization,supreme court of appeal or high court,0.978348
3702,Organization,supreme court of appeal,0.963296
3702,Location,malawi,0.68222
3703,Organization,supreme court of appeal,0.978348
3704,Organization,supreme court of appeal,0.978348
3705,Organization,supreme court of appeal,0.978348
3706,Organization,supreme court of appeal,0.978348
3707,Organization,judicial service commission,0.978348
3708,Organization,judicial service commission,0.978348
3709,Organization,establishment of judicial council,0.978348
3713,Organization,high court,0.978348
3716,Organization,national assembly,0.978348
3717,Organization,judicial service commission,0.978348
3718,Organization,judicial service commission,0.9999
3719,Organization,establishment of judicial council,0.978348
3720,Organization,high court,0.978348
3721,Organization,establishment of judicial council,0.95577
3721,Organization,supreme court of appeal,0.284918
3721,Organization,supreme court,0.132515
3721,Organization,judicial service commission,0.028871
3722,Organization,judicial service commission,0.978348
3723,Organization,national assembly,0.978348
3726,Organization,parliament,0.978348
3728,Organization,judicial service commission,0.993399
3728,Organization,establishment of judicial council,0.538479
3729,Organization,judicial service commission,0.978348
3730,Organization,office of judge,0.978348
3732,Organization,national assembly,0.963296
3732,Organization,judicial service commission,0.867288
3733,Organization,judicial service commission,0.963296
3733,Organization,national assembly,0.228161
3734,Quantity,sixty-five years,0.978348
3737,Organization,office of ombudsman,0.963296
3737,Organization,national assembly,0.347048
3738,Organization,parliament,0.978348
3740,Organization,office of ombudsman,0.968313
3740,Organization,parliament,0.292508
3740,Organization,national assembly,0.12358
3741,Organization,office of ombudsman,0.963296
3741,Quantity,five years,0.524895
3742,Organization,office of ombudsman,0.958279
3742,Quantity,sixty-five years,0.521422
3742,Organization,xi  human rights commission,0.473729
3743,Organization,human rights commission,0.978348
3744,Organization,human rights commission,0.978348
3745,Organization,human rights commission,0.978348
3747,Organization,judicial service commission,0.970822
3747,Organization,establishment of judicial council,0.613972
3747,Organization,law commissioner establishment of judicial council,0.269387
3747,Organization,law commission on the recommendation of the judicial service commission,0.186402
3748,Quantity,five years,0.978348
3748,Organization,judicial service commission,0.300739
3749,Location,malawi,0.978348
3749,Organization,parliament,0.156275
3750,Location,malawi,0.978348
3751,Location,malawi,0.963296
3751,Organization,national compensation tribunal,0.801027
3754,Organization,judicial service commission,0.95577
3754,Organization,establishment of judicial council,0.838824
3754,Organization,national compensation tribunal,0.584134
3754,Quantity,three years,0.163541
3758,Organization,government,0.978348
3762,Organization,committee on the recommendation of the national compensation tribunal,0.978348
3765,Organization,national assembly,0.978348
3765,Organization,national compensation fund,0.12735
3766,Organization,national assembly,0.978348
3767,Quantity,six months,0.963296
3767,Organization,national compensation fund,0.234273
3768,Quantity,ten years,0.978348
3769,Organization,national assembly,0.963296
3769,Organization,national compensation tribunal,0.057545
3772,Organization,parliament,0.978348
3773,Organization,electoral commission,0.978348
3774,Organization,electoral commission,0.978348
3778,Quantity,five years,0.978348
3779,Organization,electoral commission,0.978348
3781,Organization,national local government finance committee,0.978348
3782,Organization,government finance committee,0.952545
3782,Organization,civil service commission,0.894971
3782,Organization,national local government finance committee,0.857643
3782,Organization,electoral commission,0.713952
3782,Organization,local government,0.684358
3782,Quantity,three years,0.348975
3782,Quantity,thirty days,0.035961
3783,Location,malawi,0.9999
3784,Location,malawi,0.9999
3785,Location,malawi,0.978348
3786,Location,malawi,0.978348
3787,Location,malawi,0.9999
3788,Location,malawi,0.978348
3789,Organization,national assembly,0.978348
3790,Quantity,five years,0.9999
3792,Location,malawi,0.978348
3793,Organization,police service commission,0.9999
3794,Organization,parliament,0.978348
3795,Location,malawi,0.963296
3795,Organization,police service commission,0.172879
3797,Organization,police service commission,0.963296
3797,Organization,parliament,0.313383
3798,Organization,police service commission,0.9999
3799,Location,malawi,0.963296
3799,Organization,police service commission,0.267221
3800,Organization,police service commission,0.978348
3801,Location,malawi,0.978348
3802,Location,malawi,0.9999
3803,Location,malawi,0.9999
3804,Organization,police service commission,0.963296
3804,Location,malawi,0.813435
3805,Organization,police service commission,0.978348
3805,Organization,government,0.037251
3806,Location,malawi,0.9999
3807,Location,malawi,0.978348
3807,Quantity,ninety days,0.12121
3807,Organization,national assembly,0.01825
3808,Location,malawi,0.978348
3809,Location,malawi,0.9999
3810,Organization,defence force of malawi,0.978348
3811,Organization,defence force of malawi,0.958279
3811,Organization,defence force,0.451926
3811,Location,malawi,0.010066
3812,Organization,defence and security committee of the national assembly,0.978348
3813,Organization,defence council,0.963296
3813,Organization,national assembly on the recommendation of the defence and security committee of the national assembly,0.690637
3813,Organization,parliament,0.429041
3813,Organization,defence force of malawi,0.3731
3814,Location,malawi,0.978348
3814,Organization,national assembly,0.169617
3815,Organization,national assembly,0.95577
3815,Organization,national defence shall,0.800794
3815,Quantity,seven days,0.743098
3815,Quantity,fourteen days,0.079768
3816,Organization,national assembly,0.993399
3816,Quantity,seven days,0.185316
3817,Organization,national assembly,0.9999
3818,Organization,defence and security committee,0.978348
3818,Quantity,one year,0.004703
3819,Location,malawi,0.978348
3820,Location,malawi,0.978348
3821,Organization,prisons service commission,0.95577
3821,Organization,inspectorate of prisons,0.928744
3821,Location,malawi,0.833194
3821,Organization,parliament,0.40317
3822,Location,malawi,0.978348
3823,Organization,prisons service commission,0.978348
3824,Quantity,five years,0.9999
3825,Organization,prisons service commission,0.978348
3826,Location,malawi,0.978348
3828,Organization,prisons service commission,0.958279
3828,Organization,parliament,0.314263
3828,Location,malawi,0.047628
3829,Organization,prisons service commission,0.9999
3830,Location,malawi,0.978348
3831,Organization,prisons service commission,0.963296
3831,Location,malawi,0.064754
3832,Organization,prisons service commission,0.993399
3832,Quantity,three years,0.43182
3833,Location,malawi,0.978348
3834,Organization,national assembly,0.963296
3834,Organization,inspectorate of prisons,0.129685
3837,Organization,judicial service commission,0.963296
3837,Organization,establishment of judicial council,0.701467
3837,Organization,prisons service commission,0.561033
3837,Location,malawi,0.400923
3838,Organization,prisons service commission,0.978348
3841,Organization,national assembly,0.978348
3843,Organization,national assembly,0.978348
3844,Organization,national assembly,0.978348
3846,Organization,national compensation fund,0.958279
3846,Location,malawi,0.406978
3846,Organization,government,0.356668
3847,Organization,national assembly,0.978348
3848,Organization,national assembly,0.978348
3849,Organization,national assembly,0.9999
3850,Organization,national assembly,0.963296
3850,Organization,assembly,0.569003
3851,Organization,national assembly,0.9999
3853,Organization,national assembly,0.978348
3854,Organization,national assembly,0.978348
3855,Organization,government,0.978348
3856,Organization,parliament,0.978348
3859,Organization,parliament,0.978348
3860,Organization,national assembly,0.978348
3861,Organization,national assembly,0.9999
3863,Organization,national assembly,0.9999
3864,Location,malawi,0.978348
3865,Organization,national assembly,0.9999
3866,Organization,national assembly,0.978348
3867,Quantity,five years,0.9999
3870,Organization,reserve bank of malawi,0.978348
3872,Organization,parliament,0.978348
3873,Organization,civil service commission,0.9999
3875,Organization,civil service commission,0.963296
3875,Organization,parliament,0.44794
3876,Organization,civil service commission,0.978348
3878,Organization,civil service commission,0.963296
3878,Organization,national assembly,0.531881
3880,Organization,civil service commission,0.9999
3881,Organization,civil service commission,0.978348
3882,Organization,civil service commission,0.978348
3883,Organization,civil service commission,0.978348
3885,Organization,civil service commission,0.978348
3887,Organization,national assembly,0.978348
3889,Organization,civil service commission,0.978348
3890,Organization,civil service commission,0.978348
3890,Organization,government,0.060476
3893,Organization,parliament,0.978348
3894,Organization,parliament,0.963296
3894,Organization,national assembly,0.185143
3897,Organization,national assembly,0.9999
3900,Organization,magistrate court,0.95577
3900,Organization,district traditional court,0.847711
3900,Organization,supreme court of appeal,0.772443
3900,Location,malawi,0.309848
3907,Location,malawi,0.978348
3908,Location,malawi,0.978348
3910,Organization,cabinet,0.978348
3916,Location,malawi,0.963296
3916,Quantity,twelve months,0.672881
3918,Quantity,fourteen days,0.95577
3918,Organization,constitution committee,0.714631
3918,Organization,parliament,0.710237
3918,Organization,national assembly,0.408665
3919,Organization,parliament,0.978348
3920,Quantity,thirty days,0.978348
3921,Organization,national assembly,0.978348
3924,Organization,national assembly,0.966306
3924,Organization,cabinet,0.597035
3924,Organization,parliament,0.456523
3924,Quantity,three months,0.380315
3924,PrintMedia,the gazette,0.003726
3925,Location,malawi,0.9999
3926,Location,malawi,0.978348
3927,Location,malawi,0.978348
3928,Location,malawi,0.9999
3929,Location,malawi,0.978348
3931,Location,malawi,0.978348
3933,Organization,national assembly,0.978348
3934,Location,malawi,0.978348
3937,Organization,source of constitutional authority,0.978348
3938,Location,malawi,0.963296
3938,Organization,government,0.250539
3943,Location,malawi,0.968313
3943,PrintMedia,gazette,0.654018
3943,Organization,government,0.418097
3945,Organization,malawi chamber of commerce,0.954265
3945,Organization,national council,0.75496
3945,Organization,university of malawi,0.525618
3945,Organization,conservation of natural resources,0.455737
3945,Organization,national commission for women in development,0.357407
3946,Person,toshall,0.963296
3946,Quantity,three years,0.287678
3947,Quantity,six months,0.978348
3956,Organization,technical committee,0.978348
3957,Organization,technical committee,0.978348
3958,Organization,national assembly,0.978348
3958,Quantity,five years,0.194038
3959,Location,malawi,0.978348
3961,PrintMedia,the gazette,0.978348
3973,Location,malawi,0.978348
3974,Location,malawi,0.978348
3975,Organization,environmental protection,0.978348
3979,Quantity,thirty days,0.978348
3982,Quantity,thirty days,0.978348
3983,Location,malawi,0.978348
3984,Location,malawi,0.993399
3984,Location,c,0.275198
3985,Location,malawi,0.978348
3986,Location,malawi,0.95577
3986,Organization,c,0.572634
3986,Organization,government,0.506995
3986,PrintMedia,gazette,0.368719
3991,Quantity,six months,0.978348
3995,Location,malawi,0.978348
4002,Company,licensee,0.978348
4003,PrintMedia,gazette,0.978348
4005,PrintMedia,gazette,0.978348
4013,Location,gazette,0.978348
4022,Quantity,six months,0.978348
4023,Organization,national assembly,0.978348
4024,Person,ale,0.978348
4026,Quantity,twelve months,0.963296
4026,Quantity,eighteen months,0.139911
4027,Quantity,five years,0.978348
4028,Quantity,two years,0.978348
4029,Quantity,two years,0.968313
4029,HealthCondition,aids,0.354953
4029,Quantity,ten years,0.164372
4032,Quantity,thirty days,0.978348
4035,Location,nothingthis,0.978348
4036,Person,patty,0.978348
4041,Organization,parliament,0.978348
4042,Organization,technical committee,0.963296
4042,Location,malawi,0.629252
4044,PrintMedia,malawi gazette,0.963296
4044,Organization,forestry,0.348654
4045,Organization,village natural resources management committee,0.978348
4048,Organization,board forestry management board,0.978348
4050,Organization,commission of malawi,0.95577
4050,Organization,university of malawi,0.522869
4050,Facility,botanic gardens,0.515035
4050,Organization,timber association of malawi,0.05839
4052,Quantity,two years,0.978348
4053,PrintMedia,the gazette,0.978348
4056,Quantity,one months,0.978348
4068,Organization,forest reserve,0.963296
4068,Quantity,one year,0.264346
4069,Organization,department of forestry,0.978348
4070,PrintMedia,the gazette,0.978348
4071,Quantity,ninety days,0.978348
4075,Organization,department of forestry,0.978348
4081,Organization,department of forestry and village natural resources,0.978348
4086,PrintMedia,gazette,0.978348
4090,Organization,forest reserve,0.9999
4096,Quantity,twenty-four months,0.963296
4096,Quantity,twelve months,0.711028
4099,Quantity,thirty days,0.978348
4102,Organization,high court,0.978348
4106,Location,malawi,0.978348
4108,Company,andany,0.978348
4110,Quantity,six months,0.978348
4113,Quantity,two years,0.978348
4114,Organization,forest reserve,0.963296
4114,Quantity,five years,0.031853
4115,Quantity,one year,0.978348
4116,Quantity,five years,0.978348
4117,Quantity,five years,0.978348
4119,Quantity,ten years,0.978348
4120,Quantity,five years,0.978348
4121,Organization,department of forestry,0.963296
4121,Quantity,ten years,0.021172
4122,Quantity,five years,0.978348
4123,Organization,government,0.978348
4127,Location,malawi,0.978348
4129,Organization,forestry shall produce institute,0.978348
4130,PrintMedia,the gazette,0.963296
4130,Location,malawi,0.117658
4133,Organization,village natural resources nous management committee,0.978348
4135,Organization,village natural resources management committee,0.978348
4140,Organization,parliament,0.963296
4140,Person,ninetyseven,0.276484
4141,Organization,border forest management,0.963296
4141,Location,malawi,0.014555
4143,Organization,department of forestry,0.978348
4145,Organization,highway authority,0.978348
4148,Organization,natural resources management committee,0.963296
4148,Organization,such natural resources management committee,0.167254
4149,Organization,forest resources management committee,0.958279
4149,Organization,village natural resources management committee,0.84494
4149,Location,ma,0.103262
4150,Quantity,1 0%,0.95577
4150,Quantity,5 0%,0.919707
4150,Quantity,8 0%,0.840555
4150,Location,malawi,0.49692
4151,Location,malawi,0.963296
4151,Organization,nflra,0.875835
4152,Quantity,7.7 million hectares,0.958279
4152,Quantity,8 0 percent,0.901273
4152,Location,malawi,0.460001
4154,Quantity,2 0-year,0.978348
4155,Location,ca,0.978348
4157,Quantity,2 0-year,0.95577
4157,Quantity,2 0 years,0.319855
4157,Quantity,five years,0.22204
4157,Quantity,2 percent,0.009857
4159,Quantity,3.4 million hectares,0.952545
4159,Quantity,2.4 million hectares,0.936543
4159,Quantity,"82 0,00 0 hectares",0.914618
4159,Quantity,"13 8,00 0 hectares",0.890089
4159,Location,malawi,0.613224
4159,GeographicFeature,shire river,0.39846
4159,Quantity,3 percent,0.013129
4161,Quantity,1 million hectares,0.958279
4161,Location,malawi,0.497093
4161,Quantity,1 1 percent,0.281411
4162,Quantity,2 0-year,0.978348
4164,Quantity,"3 6,00 0 hectares",0.963296
4164,Location,malawi,0.444236
4165,GeographicFeature,shire river,0.958279
4165,Location,malawi,0.250765
4165,Quantity,3 percent,0.038833
4166,Quantity,1 5-m,0.978348
4167,Organization,mca,0.963296
4167,Location,malawi,0.535057
4175,Quantity,2 million hectares,0.963296
4175,Quantity,"41 6,00 0 hectares",0.503161
4179,Location,malawi,0.978348
4180,Location,malawi,0.978348
4185,Organization,department of forestry engagement,0.963296
4185,Location,malawi,0.855239
4190,Location,malawi,0.978348
4191,Location,malawi,0.9999
4194,Location,malawi,0.978348
4195,Location,malawi,0.978348
4197,Location,malawi,0.978348
4199,Location,malawi,0.978348
4201,Location,malawi,0.978348
4213,Organization,department of forestry,0.978348
4214,Organization,forest comanagement,0.978348
4215,Location,malawi,0.9999
4217,Location,malawi,0.978348
4219,Quantity,2 0-year,0.978348
4221,Quantity,2 0-year,0.978348
4223,Location,malawi,0.978348
4224,Organization,nflra,0.963296
4224,Location,malawi,0.222062
4225,Location,malawi,0.978348
4226,Quantity,1 7 percent,0.95577
4226,Quantity,7 percent,0.698883
4226,Organization,forest and woodlot management,0.559937
4226,Location,malawi,0.502925
4227,Location,malawi,0.978348
4235,Organization,department of forestry,0.963296
4235,Organization,"ministry of agriculture, irrigation",0.802896
4240,Organization,national forest policy,0.963296
4240,Location,malawi,0.72223
4241,Organization,department of forestry,0.963296
4241,Organization,ministry of educations national curriculum,0.133085
4243,Organization,department of forestry,0.963296
4243,Organization,district government,0.908707
4249,Organization,national land resources management,0.963296
4249,Organization,national forest policy,0.637245
4251,Organization,department of forestry,0.978348
4254,Organization,department of forestry,0.978348
4257,Location,malawi,0.978348
4260,Organization,world bank,0.963296
4260,Location,malawi,0.953671
4261,HealthCondition,confusion,0.963296
4261,Organization,national forest policy,0.121442
4269,Location,malawi,0.978348
4272,Organization,environmental conservation fund,0.958279
4272,Location,uganda,0.243633
4272,GeographicFeature,shire basin,0.111649
4278,Location,malawi,0.978348
4280,Location,rwanda,0.958279
4280,Location,costa rica,0.915703
4280,Location,guatemala,0.885004
4282,Location,malawi,0.978348
4282,Organization,gef,0.560582
4282,Quantity,$90 0 million,0.436143
4283,Quantity,1 3 percent,0.963296
4283,Location,malawi,0.494049
4284,Location,bonn,0.963296
4284,Person,malawis,0.851448
4285,Location,malawi,0.9999
4286,Location,malawi,0.978348
4297,Organization,department of forestry and extension services,0.978348
4299,Organization,department of forestry,0.978348
4301,Organization,department of forestry,0.978348
4303,Organization,forest comanagement,0.978348
4305,Organization,department of forestry,0.978348
4309,Organization,ministry of agriculture leads multi agency,0.978348
4317,Organization,gom government,0.954265
4317,Location,malawi,0.822979
4317,Organization,united nations,0.278143
4317,Location,brussels,0.120036
4317,Location,geneva,0.057375
4318,Organization,national forest landscape restoration assessment nflra,0.958279
4318,Quantity,4.5 million hectares,0.721382
4318,Location,bonn,0.02456
4319,Company,nflra,0.963296
4319,Location,malawi,0.005982
4320,Organization,national forest landscape,0.95577
4320,Location,malawi,0.672189
4320,Organization,nfl,0.404219
4320,Organization,national forest policy,0.384941
4321,Organization,nfl,0.978348
4323,Location,malawi,0.9999
4325,Location,malawi,0.968313
4325,Organization,national forest landscape restoration,0.951962
4325,Quantity,1 0 years,0.659654
4326,Location,malawi,0.9999
4328,Location,malawi,0.963296
4328,Quantity,8 million hectares,0.729625
4329,Location,malawi,0.963296
4329,Quantity,3.1 percent,0.809167
4329,Quantity,0.5 percent,0.710663
4329,Quantity,2 9 metric tons,0.226311
4331,Quantity,3 4 percent,0.958279
4331,Quantity,five-year,0.250405
4331,Organization,fao,0.100803
4332,Quantity,24 4 million 6.8 percent,0.95577
4332,Location,malawi,0.629533
4332,Quantity,$5.7 million,0.208897
4332,Person,kirk,0.029303
4337,Location,malawi,0.9999
4339,Location,malawi,0.978348
4341,GeographicFeature,shire river,0.978348
4343,Quantity,2.8%,0.958279
4343,Quantity,6.2%,0.310742
4343,Location,malawi,0.199303
4345,Location,malawi,0.978348
4348,Organization,government,0.978348
4350,Organization,national plant and animal heritage,0.978348
4352,Company,paramount,0.978348
4354,Quantity,1 0%,0.978348
4363,Location,malawi,0.978348
4366,Location,malawi,0.978348
4367,Location,malawi,0.978348
4368,Organization,ministry responsible for forestry,0.963296
4368,Organization,forestry department,0.839962
4369,Organization,ministry responsible for foreign affairs,0.978348
4370,Organization,ministry responsible for internal security,0.978348
4372,Organization,ministry responsible for defense,0.958279
4372,Organization,ministry of defense,0.755552
4372,Organization,department of forestry,0.119514
4373,Organization,ministry responsible for agriculture and food security,0.9999
4374,Organization,ministry responsible for finance,0.978348
4375,Organization,department of national parks and wildlife,0.978348
4378,Location,malawi,0.978348
4379,Location,malawi,0.968313
4379,Quantity,nineteen years,0.775309
4379,Organization,cabinet,0.516343
4380,Organization,environment natural resources en,0.978348
4382,Organization,forestry management board,0.978348
4383,Organization,parliamentary committee on agriculture and natural resources,0.978348
4384,Quantity,five-year,0.978348
4397,Location,malawi,0.978348
4405,Quantity,1 0%,0.9999
4431,Location,malawi,0.958279
4431,Organization,national forest policy,0.626582
4431,Organization,government,0.392929
4432,Organization,united nations,0.9999
4432,Location,montreal,0.378982
4433,Organization,national forest policy,0.95577
4433,Organization,undp,0.080504
4433,Organization,neptune,0.063979
4433,Organization,eu,0.037289
4435,Location,malawi,0.9999
4436,Location,malawi,0.963296
4436,Organization,government,0.466596
4436,HealthCondition,hiv,0.252469
4436,HealthCondition,aids,0.232593
4437,Location,malawi,0.95577
4437,Quantity,2%,0.688323
4437,Quantity,2 8%,0.567039
4437,Quantity,3 0%,0.517877
4439,Location,malawi,0.978348
4440,Organization,national land policy nlp,0.978348
4444,Quantity,"1,94 5 hectares",0.95577
4444,Quantity,5 0%,0.778625
4444,Location,nkhata,0.63516
4444,Location,zimbabwe,0.561172
4445,Organization,eu,0.958279
4445,Location,malawi,0.543347
4445,Quantity,$ 2.4 6 million,0.270095
4446,Organization,ministry of transport and public works,0.958279
4446,Location,zimbabwe,0.346904
4446,Location,malawi,0.237016
4447,Organization,"ministry of education, science and technology",0.963296
4447,Organization,malawi government,0.524197
4448,Organization,ministry of education,0.963296
4448,Organization,malawi government,0.822535
4451,Organization,"ministry of education, science and technology",0.958279
4451,Organization,education infrastructure management unit,0.71112
4451,Location,malawi,0.209613
4453,Quantity,300 mw,0.958279
4453,Location,kamchatka,0.553246
4453,Quantity,5 0 mw,0.028723
4454,Quantity,5 0 mw,0.978348
4456,Location,tanzania,0.978348
4457,Location,malawi,0.963296
4457,Organization,department of energy,0.039907
4458,Location,malawi,0.978348
4459,Quantity,1%,0.978348
4460,Organization,institute of tourism,0.978348
4461,Location,malawi,0.963296
4461,Organization,government,0.689877
4465,Company,karma,0.963296
4465,Location,malawi,0.106159
4466,Organization,ministry of transport and public works under department of railways,0.953262
4466,Location,mchinji,0.478535
4466,Location,salima,0.443925
4466,Location,dowa,0.371976
4466,Location,dedza,0.34344
4466,Location,lilongwe,0.265405
4467,Location,karonga,0.963296
4467,Location,likoma,0.786139
4468,GeographicFeature,zambezi rivers,0.954265
4468,Organization,ministry of transport and public works,0.814272
4468,Quantity,"$38 0,00 0,00 0",0.531209
4468,GeographicFeature,indian ocean,0.521388
4468,Company,kia,0.216083
4470,Organization,japanese government,0.954265
4470,Company,chileka,0.8542
4470,Organization,ministry of transport,0.823526
4470,Company,kia,0.776579
4470,Location,malawi,0.180548
4473,Location,malawi,0.9999
4475,Location,china,0.978348
4478,HealthCondition,cancer,0.963296
4478,Organization,department of buildings,0.868219
4478,Organization,malawi government,0.327281
4478,Organization,ofid,0.04291
4482,Organization,department of buildings,0.958279
4482,Organization,jobs for youth project,0.65357
4482,Organization,ministry of health,0.653221
4491,Organization,dars,0.978348
4515,Location,malawis,0.978348
4536,Location,molokai,0.978348
4551,Organization,agricultural development fund,0.978348
4569,Quantity,4 hours,0.978348
4577,Location,malawi,0.9999
4578,Organization,mgds iii,0.963296
4578,Location,malawi,0.520279
4602,Location,malawi,0.978348
4611,Location,malawi,0.978348
4613,Organization,ministry of transport,0.963296
4613,HealthCondition,aids,0.334404
4625,Company,hims,0.963296
4625,Quantity,5 km,0.011412
4635,Location,malawi,0.978348
4638,Organization,stage possible  institute,0.978348
4641,Location,malawi,0.9999
4642,Quantity,five years,0.963296
4642,Location,malawi,0.817645
4643,Quantity,4 6 percent,0.958279
4643,Quantity,7 3 percent,0.93175
4643,Quantity,3 0 years,0.914599
4644,Location,malawi,0.963296
4644,Person,mgds iii,0.138773
4645,Quantity,6 percent,0.978348
4648,Quantity,5 km,0.978348
4654,Company,mfis,0.978348
4669,Quantity,$1.2 billion,0.978348
4674,HealthCondition,aids,0.978348
4681,HealthCondition,hiv,0.963296
4681,HealthCondition,aids,0.232219
4684,Location,malawi,0.9999
4688,Person,monroe,0.978348
4692,HealthCondition,hiv,0.978348
4695,Location,malawi,0.9999
4696,Quantity,2 0.4%,0.978348
4697,Location,malawi,0.978348
4698,Location,malawi,0.963296
4698,Company,mgds iii,0.949109
4700,Quantity,1 0  2 4 years,0.978348
4701,HealthCondition,tb,0.978348
4702,HealthCondition,hiv,0.9999
4703,HealthCondition,hiv,0.978348
4706,Quantity,6 months,0.978348
4708,Quantity,2 4 months,0.978348
4709,Person,haydn,0.978348
4715,Location,malawi,0.978348
4723,Location,malawi,0.963296
4723,Organization,ministry of finance and parliament,0.715452
4724,Quantity,201 71 8 201 81 9 201 92 0 202 02 1 202 12 2 5 year,0.978348
4732,Location,malawi,0.978348
4733,Quantity,8 9%,0.958279
4733,Location,malawi,0.903599
4733,Quantity,3%,0.804967
4736,Quantity,7%,0.958279
4736,Quantity,6.2%,0.920658
4736,Location,malawi,0.738195
4761,Organization,opp,0.978348
4779,Company,tele,0.978348
4790,HealthCondition,bilharzia,0.958279
4790,HealthCondition,malaria,0.605446
4790,HealthCondition,sexually transmitted diseases,0.250626
4795,Company,hp,0.978348
4796,Organization,government,0.978348
4800,Location,malawi,0.9999
4802,HealthCondition,albinism,0.978348
4802,Organization,national protection systems for children,0.894154
4812,Quantity,2%,0.988382
4812,Quantity,7%,0.418449
4812,Quantity,3%,0.384456
4813,Quantity,5%,0.988382
4813,Quantity,1 2%,0.402161
4813,Quantity,6%,0.36591
4814,Quantity,8%,0.988382
4814,Quantity,1 4%,0.406708
4814,Quantity,9%,0.371024
4815,Quantity,5 1%,0.95577
4815,Quantity,4 1%,0.873197
4815,Quantity,3 4%,0.785363
4815,Quantity,5 years,0.222994
4816,Quantity,4 4%,0.9999
4816,Organization,government,0.132517
4818,Quantity,3%,0.953262
4818,Quantity,3.4%,0.843225
4818,Quantity,3.5%,0.692012
4818,Quantity,3.6%,0.522094
4818,Quantity,3.7%,0.328183
4818,Quantity,3.8%,0.102371
4819,Location,malawi,0.953262
4819,Quantity,1 0%,0.241623
4819,Quantity,2%,0.166224
4819,Quantity,4%,0.134569
4819,Quantity,6%,0.102168
4819,Quantity,8%,0.068986
4820,Company,sdg,0.952007
4820,Quantity,2 4 hours,0.449005
4820,Quantity,4 4%,0.36314
4820,Quantity,5 0%,0.302762
4820,Quantity,6 0%,0.239607
4820,Quantity,7 0%,0.173407
4820,Quantity,8 0%,0.103854
4820,Quantity,8 7%,0.03059
4821,Quantity,6 5%,0.953718
4821,Quantity,6 6%,0.892558
